"Type","Site","Analyte","Sample.Date","ppt","lab.qual","limit"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFNS",2018-07-26,NA,"U","40"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFOA",2018-07-26,NA,"U","40"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFOS",2018-07-26,NA,"U","40"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFPeA",2018-07-26,NA,"U","40"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFPeS",2018-07-26,NA,"U","40"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFBA",2018-08-16,NA,"J O QC-3 U","75"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFBS",2018-08-16,NA,"J O QC-3 U","37"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFDA",2018-08-16,NA,"U","37"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFDoA",2018-08-16,NA,"U","37"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFDS",2018-08-16,NA,"U","37"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFHpA",2018-08-16,NA,"U","37"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFHpS",2018-08-16,NA,"U","37"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFHxA",2018-08-16,NA,"U","75"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFHxS",2018-08-16,NA,"J O QC-3 U","37"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFNA",2018-08-16,NA,"U","37"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFNS",2018-08-16,NA,"U","37"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFOA",2018-08-16,NA,"U","37"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFOS",2018-08-16,NA,"U","75"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFPeA",2018-08-16,NA,"U","75"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFPeA",2018-08-16,NA,"U","75"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFPeS",2018-08-16,NA,"U","37"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFBA",2018-10-25,NA,"U","40"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFBS",2018-10-25,NA,"U","40"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFDA",2018-10-25,NA,"U","40"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFDoA",2018-10-25,NA,"U","40"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFDS",2018-10-25,NA,"U","40"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFHpA",2018-10-25,NA,"U","40"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFHpS",2018-10-25,NA,"U","40"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFHxA",2018-10-25,NA,"U","40"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFHxS",2018-10-25,NA,"U","40"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFNA",2018-10-25,NA,"U","40"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFNS",2018-10-25,NA,"U","40"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFOA",2018-10-25,NA,"U","40"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFOS",2018-10-25,NA,"U","40"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFPeA",2018-10-25,NA,"U","40"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFPeS",2018-10-25,NA,"U","40"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFBA",2018-11-30,NA,"U","40"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFBS",2018-11-30,NA,"U","40"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFDA",2018-11-30,NA,"U","40"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFDoA",2018-11-30,NA,"U","40"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFDS",2018-11-30,NA,"U","40"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFHpA",2018-11-30,NA,"U","40"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFHpS",2018-11-30,NA,"U","40"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFHxA",2018-11-30,NA,"U","40"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFHxS",2018-11-30,NA,"U","40"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFNA",2018-11-30,NA,"U","40"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFNS",2018-11-30,NA,"U","40"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFOA",2018-11-30,NA,"U","40"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFOS",2018-11-30,NA,"U","40"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFPeA",2018-11-30,NA,"U","40"
"Source","Falls Lake @ Channel Marker #6 near Bayleaf NC","PFPeS",2018-11-30,NA,"U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFBA",2018-07-26,NA,"U","160"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFBS",2018-07-26,NA,"U","39"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFDA",2018-07-26,NA,"J O QS-3 U","79"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFDoA",2018-07-26,NA,"U","39"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFDS",2018-07-26,NA,"U","39"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFHpA",2018-07-26,NA,"U","39"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFHpS",2018-07-26,NA,"U","39"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFHxA",2018-07-26,NA,"U","39"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFHxS",2018-07-26,NA,"U","39"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFNA",2018-07-26,NA,"U","39"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFNS",2018-07-26,NA,"U","39"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFOA",2018-07-26,NA,"U","39"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFOS",2018-07-26,NA,"U","39"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFPeA",2018-07-26,NA,"U","39"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFPeS",2018-07-26,NA,"U","39"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFBA",2018-08-16,NA,"J O QC-3 U","80"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFBS",2018-08-16,NA,"J O QC-3 U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFDA",2018-08-16,NA,"U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFDoA",2018-08-16,NA,"U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFDS",2018-08-16,NA,"U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFHpA",2018-08-16,NA,"U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFHpS",2018-08-16,NA,"U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFHxA",2018-08-16,NA,"U","80"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFHxS",2018-08-16,NA,"J O QC-3 U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFNA",2018-08-16,NA,"U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFNS",2018-08-16,NA,"U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFOA",2018-08-16,NA,"U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFOS",2018-08-16,NA,"U","80"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFPeA",2018-08-16,NA,"U","80"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFPeA",2018-08-16,NA,"U","80"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFPeS",2018-08-16,NA,"U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFBA",2018-10-25,NA,"U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFBS",2018-10-25,NA,"U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFDA",2018-10-25,NA,"U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFDoA",2018-10-25,NA,"U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFDS",2018-10-25,NA,"U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFHpA",2018-10-25,NA,"U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFHpS",2018-10-25,NA,"U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFHxA",2018-10-25,NA,"U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFHxS",2018-10-25,NA,"U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFNA",2018-10-25,NA,"U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFNS",2018-10-25,NA,"U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFOA",2018-10-25,NA,"U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFOS",2018-10-25,NA,"U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFPeA",2018-10-25,NA,"U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFPeS",2018-10-25,NA,"U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFBA",2018-11-30,NA,"U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFBS",2018-11-30,NA,"U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFDA",2018-11-30,NA,"U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFDoA",2018-11-30,NA,"U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFDS",2018-11-30,NA,"U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFHpA",2018-11-30,NA,"U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFHpS",2018-11-30,NA,"U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFHxA",2018-11-30,NA,"U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFHxS",2018-11-30,NA,"U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFNA",2018-11-30,NA,"U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFNS",2018-11-30,NA,"U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFOA",2018-11-30,NA,"U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFOS",2018-11-30,NA,"U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFPeA",2018-11-30,NA,"U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFPeS",2018-11-30,NA,"U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFBA",2018-12-17,NA,"H-7 J O U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFBS",2018-12-17,NA,"H-7 J O U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFDA",2018-12-17,NA,"H-7 J O U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFDoA",2018-12-17,NA,"H-7 J O U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFDS",2018-12-17,NA,"H-7 J O U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFHpA",2018-12-17,NA,"H-7 J O U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFHpS",2018-12-17,NA,"H-7 J O U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFHxA",2018-12-17,NA,"H-7 J O U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFHxS",2018-12-17,NA,"H-7 J O U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFNA",2018-12-17,NA,"H-7 J O U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFNS",2018-12-17,NA,"H-7 J O U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFOA",2018-12-17,NA,"H-7 J O U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFOS",2018-12-17,NA,"H-7 J O U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFPeA",2018-12-17,NA,"H-7 J O U","40"
"Source","Falls Lake @ Marker #1 near Bayleaf NC","PFPeS",2018-12-17,NA,"H-7 J O U","40"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFBA",2018-07-26,NA,"U","160"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFBS",2018-07-26,NA,"U","39"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFDA",2018-07-26,NA,"U","79"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFDoA",2018-07-26,NA,"U","39"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFDS",2018-07-26,NA,"U","39"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFHpA",2018-07-26,NA,"U","39"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFHpS",2018-07-26,NA,"U","39"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFHxA",2018-07-26,NA,"U","39"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFHxS",2018-07-26,NA,"U","39"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFNA",2018-07-26,NA,"U","39"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFNS",2018-07-26,NA,"U","39"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFOA",2018-07-26,NA,"U","39"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFOS",2018-07-26,NA,"U","39"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFPeA",2018-07-26,NA,"U","39"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFPeS",2018-07-26,NA,"U","39"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFBA",2018-08-16,NA,"J O QC-3 U","80"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFBS",2018-08-16,NA,"J O QC-3 U","40"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFDA",2018-08-16,NA,"U","40"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFDoA",2018-08-16,NA,"U","40"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFDS",2018-08-16,NA,"U","40"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFHpA",2018-08-16,NA,"U","40"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFHpS",2018-08-16,NA,"U","40"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFHxA",2018-08-16,NA,"U","80"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFHxS",2018-08-16,NA,"J O QC-3 U","40"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFNA",2018-08-16,NA,"U","40"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFNS",2018-08-16,NA,"U","40"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFOA",2018-08-16,NA,"U","40"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFOS",2018-08-16,NA,"J O Q-2","24"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFPeA",2018-08-16,NA,"U","80"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFPeA",2018-08-16,NA,"U","80"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFPeS",2018-08-16,NA,"U","40"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFBA",2018-10-25,NA,"U","40"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFBS",2018-10-25,NA,"U","40"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFDA",2018-10-25,NA,"U","40"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFDoA",2018-10-25,NA,"U","40"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFDS",2018-10-25,NA,"U","40"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFHpA",2018-10-25,NA,"U","40"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFHpS",2018-10-25,NA,"U","40"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFHxA",2018-10-25,NA,"U","40"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFHxS",2018-10-25,NA,"U","40"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFNA",2018-10-25,NA,"U","40"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFNS",2018-10-25,NA,"U","40"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFOA",2018-10-25,NA,"U","40"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFOS",2018-10-25,NA,"U","40"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFPeA",2018-10-25,NA,"U","40"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFPeS",2018-10-25,NA,"U","40"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFBA",2018-11-30,NA,"U","41"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFBS",2018-11-30,NA,"U","41"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFDA",2018-11-30,NA,"U","41"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFDoA",2018-11-30,NA,"U","41"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFDS",2018-11-30,NA,"U","41"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFHpA",2018-11-30,NA,"U","41"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFHpS",2018-11-30,NA,"U","41"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFHxA",2018-11-30,NA,"U","41"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFHxS",2018-11-30,NA,"U","41"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFNA",2018-11-30,NA,"U","41"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFNS",2018-11-30,NA,"U","41"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFOA",2018-11-30,NA,"U","41"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFOS",2018-11-30,NA,"U","41"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFPeA",2018-11-30,NA,"U","41"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFPeS",2018-11-30,NA,"U","41"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFBA",2018-12-17,NA,"H-7 J O U","40"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFBS",2018-12-17,NA,"H-7 J O U","40"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFDA",2018-12-17,NA,"H-7 J O U","40"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFDoA",2018-12-17,NA,"H-7 J O U","40"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFDS",2018-12-17,NA,"H-7 J O U","40"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFHpA",2018-12-17,NA,"H-7 J O U","40"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFHpS",2018-12-17,NA,"H-7 J O U","40"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFHxA",2018-12-17,NA,"H-7 J O U","40"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFHxS",2018-12-17,NA,"H-7 J O U","40"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFNA",2018-12-17,NA,"H-7 J O U","40"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFNS",2018-12-17,NA,"H-7 J O U","40"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFOA",2018-12-17,NA,"H-7 J O U","40"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFOS",2018-12-17,NA,"H-7 J O U","40"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFPeA",2018-12-17,NA,"H-7 J O U","40"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFPeS",2018-12-17,NA,"H-7 J O U","40"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFBA",2018-12-17,NA,"H-7 J O U","41"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFBS",2018-12-17,NA,"H-7 J O U","41"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFDA",2018-12-17,NA,"H-7 J O U","41"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFDoA",2018-12-17,NA,"H-7 J O U","41"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFDS",2018-12-17,NA,"H-7 J O U","41"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFHpA",2018-12-17,NA,"H-7 J O U","41"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFHpS",2018-12-17,NA,"H-7 J O U","41"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFHxA",2018-12-17,NA,"H-7 J O U","41"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFHxS",2018-12-17,NA,"H-7 J O U","41"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFNA",2018-12-17,NA,"H-7 J O U","41"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFNS",2018-12-17,NA,"H-7 J O U","41"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFOA",2018-12-17,NA,"H-7 J O U","41"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFOS",2018-12-17,NA,"H-7 J O U","41"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFPeA",2018-12-17,NA,"H-7 J O U","41"
"Source","Falls Lake @ Mouth Ledge Creek near Creedmoor NC","PFPeS",2018-12-17,NA,"H-7 J O U","41"
"Source","Falls Lake @ Mth Little Lick Creek near Marker #13","PFBA",2018-07-26,NA,"U","160"
"Source","Falls Lake @ Mth Little Lick Creek near Marker #13","PFBS",2018-07-26,NA,"U","41"
"Source","Falls Lake @ Mth Little Lick Creek near Marker #13","PFDA",2018-07-26,NA,"U","81"
"Source","Falls Lake @ Mth Little Lick Creek near Marker #13","PFDoA",2018-07-26,NA,"U","41"
"Source","Falls Lake @ Mth Little Lick Creek near Marker #13","PFDS",2018-07-26,NA,"U","41"
"Source","Falls Lake @ Mth Little Lick Creek near Marker #13","PFHpA",2018-07-26,NA,"U","41"
"Source","Falls Lake @ Mth Little Lick Creek near Marker #13","PFHpS",2018-07-26,NA,"U","41"
"Source","Falls Lake @ Mth Little Lick Creek near Marker #13","PFHxA",2018-07-26,NA,"U","41"
"Source","Falls Lake @ Mth Little Lick Creek near Marker #13","PFHxS",2018-07-26,NA,"U","41"
"Source","Falls Lake @ Mth Little Lick Creek near Marker #13","PFNA",2018-07-26,NA,"U","41"
"Source","Falls Lake @ Mth Little Lick Creek near Marker #13","PFNS",2018-07-26,NA,"U","41"
"Source","Falls Lake @ Mth Little Lick Creek near Marker #13","PFOA",2018-07-26,NA,"U","41"
"Source","Falls Lake @ Mth Little Lick Creek near Marker #13","PFOS",2018-07-26,NA,"U","41"
"Source","Falls Lake @ Mth Little Lick Creek near Marker #13","PFPeA",2018-07-26,NA,"U","41"
"Source","Falls Lake @ Mth Little Lick Creek near Marker #13","PFPeS",2018-07-26,NA,"U","41"
"Source","Falls Lake @ Mth Little Lick Creek near Marker #13","PFBA",2018-08-16,NA,"J O QC-3 U","80"
"Source","Falls Lake @ Mth Little Lick Creek near Marker #13","PFBS",2018-08-16,NA,"J O QC-3 U","40"
"Source","Falls Lake @ Mth Little Lick Creek near Marker #13","PFDA",2018-08-16,NA,"U","40"
"Source","Falls Lake @ Mth Little Lick Creek near Marker #13","PFDoA",2018-08-16,NA,"U","40"
"Source","Falls Lake @ Mth Little Lick Creek near Marker #13","PFDS",2018-08-16,NA,"U","40"
"Source","Falls Lake @ Mth Little Lick Creek near Marker #13","PFHpA",2018-08-16,NA,"U","40"
"Source","Falls Lake @ Mth Little Lick Creek near Marker #13","PFHpS",2018-08-16,NA,"U","40"
"Source","Falls Lake @ Mth Little Lick Creek near Marker #13","PFHxA",2018-08-16,NA,"U","80"
"Source","Falls Lake @ Mth Little Lick Creek near Marker #13","PFHxS",2018-08-16,NA,"J O QC-3 U","40"
"Source","Falls Lake @ Mth Little Lick Creek near Marker #13","PFNA",2018-08-16,NA,"U","40"
"Source","Falls Lake @ Mth Little Lick Creek near Marker #13","PFNS",2018-08-16,NA,"U","40"
"Source","Falls Lake @ Mth Little Lick Creek near Marker #13","PFOA",2018-08-16,NA,"U","40"
"Source","Falls Lake @ Mth Little Lick Creek near Marker #13","PFOS",2018-08-16,NA,"J O Q-2","18"
"Source","Falls Lake @ Mth Little Lick Creek near Marker #13","PFPeA",2018-08-16,NA,"U","80"
"Source","Falls Lake @ Mth Little Lick Creek near Marker #13","PFPeA",2018-08-16,NA,"U","80"
"Source","Falls Lake @ Mth Little Lick Creek near Marker #13","PFPeS",2018-08-16,NA,"U","40"
"Source","Falls Lake @ Mth Little Lick Creek near Marker #13","PFBA",2018-10-25,NA,"U","41"
"Source","Falls Lake @ Mth Little Lick Creek near Marker #13","PFBS",2018-10-25,NA,"U","41"
"Source","Falls Lake @ Mth Little Lick Creek near Marker #13","PFDA",2018-10-25,NA,"U","41"
"Source","Falls Lake @ Mth Little Lick Creek near Marker #13","PFDoA",2018-10-25,NA,"U","41"
"Source","Falls Lake @ Mth Little Lick Creek near Marker #13","PFDS",2018-10-25,NA,"U","41"
"Source","Falls Lake @ Mth Little Lick Creek near Marker #13","PFHpA",2018-10-25,NA,"U","41"
"Source","Falls Lake @ Mth Little Lick Creek near Marker #13","PFHpS",2018-10-25,NA,"U","41"
"Source","Falls Lake @ Mth Little Lick Creek near Marker #13","PFHxA",2018-10-25,NA,"U","41"
"Source","Falls Lake @ Mth Little Lick Creek near Marker #13","PFHxS",2018-10-25,NA,"U","41"
"Source","Falls Lake @ Mth Little Lick Creek near Marker #13","PFNA",2018-10-25,NA,"U","41"
"Source","Falls Lake @ Mth Little Lick Creek near Marker #13","PFNS",2018-10-25,NA,"U","41"
