"Type","Site","Analyte","Sample.Date","ppt","lab.qual","limit"
"WWTP","Siler.City.Waste.Water.Treatment.Plant","PFTriA",2019-08-06,NA,"U","10.1"
"WWTP","Siler.City.Waste.Water.Treatment.Plant","PFUnA",2019-08-06,NA,"U","10.1"
"WWTP","Siler.City.Waste.Water.Treatment.Plant","PFOA",2019-08-06,4.02,"J",""
"WWTP","Siler.City.Waste.Water.Treatment.Plant","PFOS",2019-08-06,3.84,"J",""
"WWTP","Cit.of.Clinton-Norman.H.Larkins.WWTP","PFBA",2019-08-07,NA,"U","10.1"
"WWTP","Cit.of.Clinton-Norman.H.Larkins.WWTP","PFBS",2019-08-07,2.6,"",""
"WWTP","Cit.of.Clinton-Norman.H.Larkins.WWTP","PFDS",2019-08-07,NA,"U","1.97"
"WWTP","Cit.of.Clinton-Norman.H.Larkins.WWTP","PFDA",2019-08-07,NA,"U","2.03"
"WWTP","Cit.of.Clinton-Norman.H.Larkins.WWTP","PFDoA",2019-08-07,NA,"U","2.03"
"WWTP","Cit.of.Clinton-Norman.H.Larkins.WWTP","PFHpS",2019-08-07,NA,"U","1.93"
"WWTP","Cit.of.Clinton-Norman.H.Larkins.WWTP","PFHpA",2019-08-07,1.24,"J",""
"WWTP","Cit.of.Clinton-Norman.H.Larkins.WWTP","PFHxS",2019-08-07,NA,"U","1.84"
"WWTP","Cit.of.Clinton-Norman.H.Larkins.WWTP","PFHxA",2019-08-07,8.47,"",""
"WWTP","Cit.of.Clinton-Norman.H.Larkins.WWTP","PFNS",2019-08-07,NA,"U","2.03"
"WWTP","Cit.of.Clinton-Norman.H.Larkins.WWTP","PFNA",2019-08-07,NA,"U","2.03"
"WWTP","Cit.of.Clinton-Norman.H.Larkins.WWTP","PFOSA",2019-08-07,NA,"U","1.88"
"WWTP","Cit.of.Clinton-Norman.H.Larkins.WWTP","N-EtFOSAA",2019-08-07,NA,"U","4.05"
"WWTP","Cit.of.Clinton-Norman.H.Larkins.WWTP","N-MeFOSAA",2019-08-07,NA,"U","4.05"
"WWTP","Cit.of.Clinton-Norman.H.Larkins.WWTP","PFPeS",2019-08-07,NA,"U","1.91"
"WWTP","Cit.of.Clinton-Norman.H.Larkins.WWTP","PFPeA",2019-08-07,12.2,"",""
"WWTP","Cit.of.Clinton-Norman.H.Larkins.WWTP","PFTeA",2019-08-07,NA,"U","10.1"
"WWTP","Cit.of.Clinton-Norman.H.Larkins.WWTP","PFTriA",2019-08-07,NA,"U","10.1"
"WWTP","Cit.of.Clinton-Norman.H.Larkins.WWTP","PFUnA",2019-08-07,NA,"U","2.03"
"WWTP","Cit.of.Clinton-Norman.H.Larkins.WWTP","PFOA",2019-08-07,2.46,"",""
"WWTP","Cit.of.Clinton-Norman.H.Larkins.WWTP","PFOS",2019-08-07,2.54,"",""
"WWTP","Greensboro-TZ.Osborne.WRF","PFBA",2019-08-07,27.3,"",""
"WWTP","Greensboro-TZ.Osborne.WRF","PFBS",2019-08-07,39.3,"",""
"WWTP","Greensboro-TZ.Osborne.WRF","PFDS",2019-08-07,NA,"U","10.2"
"WWTP","Greensboro-TZ.Osborne.WRF","PFDA",2019-08-07,NA,"U","10.2"
"WWTP","Greensboro-TZ.Osborne.WRF","PFDoA",2019-08-07,NA,"U","10.2"
"WWTP","Greensboro-TZ.Osborne.WRF","PFHpS",2019-08-07,NA,"U","10.2"
"WWTP","Greensboro-TZ.Osborne.WRF","PFHpA",2019-08-07,22.3,"",""
"WWTP","Greensboro-TZ.Osborne.WRF","PFHxS",2019-08-07,19.6,"",""
"WWTP","Greensboro-TZ.Osborne.WRF","PFHxA",2019-08-07,54.6,"",""
"WWTP","Greensboro-TZ.Osborne.WRF","PFNS",2019-08-07,NA,"U","10.2"
"WWTP","Greensboro-TZ.Osborne.WRF","PFNA",2019-08-07,NA,"U","10.2"
"WWTP","Greensboro-TZ.Osborne.WRF","PFOSA",2019-08-07,NA,"U","10.2"
"WWTP","Greensboro-TZ.Osborne.WRF","N-EtFOSAA",2019-08-07,NA,"U","18"
"WWTP","Greensboro-TZ.Osborne.WRF","N-MeFOSAA",2019-08-07,NA,"U","18"
"WWTP","Greensboro-TZ.Osborne.WRF","PFPeS",2019-08-07,NA,"U","10.2"
"WWTP","Greensboro-TZ.Osborne.WRF","PFPeA",2019-08-07,66.9,"",""
"WWTP","Greensboro-TZ.Osborne.WRF","PFTeA",2019-08-07,NA,"U","10.2"
"WWTP","Greensboro-TZ.Osborne.WRF","PFTriA",2019-08-07,NA,"U","10.2"
"WWTP","Greensboro-TZ.Osborne.WRF","PFUnA",2019-08-07,NA,"U","10.2"
"WWTP","Greensboro-TZ.Osborne.WRF","PFOA",2019-08-07,24.7,"",""
"WWTP","Greensboro-TZ.Osborne.WRF","PFOS",2019-08-07,36.2,"",""
"WWTP","City.of.Reidsville","PFBA",2019-08-07,NA,"U","11.1"
"WWTP","City.of.Reidsville","PFBS",2019-08-07,NA,"U","11.1"
"WWTP","City.of.Reidsville","PFDS",2019-08-07,NA,"U","11.1"
"WWTP","City.of.Reidsville","PFDA",2019-08-07,NA,"U","11.1"
"WWTP","City.of.Reidsville","PFDoA",2019-08-07,NA,"U","11.1"
"WWTP","City.of.Reidsville","PFHpS",2019-08-07,NA,"U","11.1"
"WWTP","City.of.Reidsville","PFHpA",2019-08-07,NA,"U","11.1"
"WWTP","City.of.Reidsville","PFHxS",2019-08-07,NA,"U","11.1"
"WWTP","City.of.Reidsville","PFHxA",2019-08-07,29.5,"",""
"WWTP","City.of.Reidsville","PFNS",2019-08-07,NA,"U","11.1"
"WWTP","City.of.Reidsville","PFNA",2019-08-07,NA,"U","11.1"
"WWTP","City.of.Reidsville","PFOSA",2019-08-07,NA,"U","11.1"
"WWTP","City.of.Reidsville","N-EtFOSAA",2019-08-07,NA,"U","11.1"
"WWTP","City.of.Reidsville","N-MeFOSAA",2019-08-07,NA,"U","11.1"
"WWTP","City.of.Reidsville","PFPeS",2019-08-07,NA,"U","11.1"
"WWTP","City.of.Reidsville","PFPeA",2019-08-07,58.7,"",""
"WWTP","City.of.Reidsville","PFTeA",2019-08-07,NA,"U","11.1"
"WWTP","City.of.Reidsville","PFTriA",2019-08-07,NA,"U","11.1"
"WWTP","City.of.Reidsville","PFUnA",2019-08-07,NA,"U","11.1"
"WWTP","City.of.Reidsville","PFOA",2019-08-07,16.4,"",""
"WWTP","City.of.Reidsville","PFOS",2019-08-07,12.2,"",""
"WWTP","City.of.Asheboro.WWTP","PFBA",2019-08-08,NA,"U","10.1"
"WWTP","City.of.Asheboro.WWTP","PFBS",2019-08-08,NA,"U","10.1"
"WWTP","City.of.Asheboro.WWTP","PFDS",2019-08-08,NA,"U","10.1"
"WWTP","City.of.Asheboro.WWTP","PFDA",2019-08-08,NA,"U","10.1"
"WWTP","City.of.Asheboro.WWTP","PFDoA",2019-08-08,NA,"U","10.1"
"WWTP","City.of.Asheboro.WWTP","PFHpS",2019-08-08,NA,"U","10.1"
"WWTP","City.of.Asheboro.WWTP","PFHpA",2019-08-08,NA,"U","10.1"
"WWTP","City.of.Asheboro.WWTP","PFHxS",2019-08-08,NA,"U","10.1"
"WWTP","City.of.Asheboro.WWTP","PFHxA",2019-08-08,13.5,"",""
"WWTP","City.of.Asheboro.WWTP","PFNS",2019-08-08,NA,"U","10.1"
"WWTP","City.of.Asheboro.WWTP","PFNA",2019-08-08,NA,"U","10.1"
"WWTP","City.of.Asheboro.WWTP","PFOSA",2019-08-08,NA,"U","10.1"
"WWTP","City.of.Asheboro.WWTP","N-EtFOSAA",2019-08-08,NA,"U","10.1"
"WWTP","City.of.Asheboro.WWTP","N-MeFOSAA",2019-08-08,NA,"U","10.1"
"WWTP","City.of.Asheboro.WWTP","PFPeS",2019-08-08,NA,"U","10.1"
"WWTP","City.of.Asheboro.WWTP","PFPeA",2019-08-08,NA,"U","10.1"
"WWTP","City.of.Asheboro.WWTP","PFTeA",2019-08-08,NA,"U","10.1"
"WWTP","City.of.Asheboro.WWTP","PFTriA",2019-08-08,NA,"U","10.1"
"WWTP","City.of.Asheboro.WWTP","PFUnA",2019-08-08,NA,"U","10.1"
"WWTP","City.of.Asheboro.WWTP","HFPO-DA",2019-08-08,NA,"U","354.62"
"WWTP","City.of.Asheboro.WWTP","PFOA",2019-08-08,10.6,"",""
"WWTP","City.of.Asheboro.WWTP","PFOS",2019-08-08,18.8,"",""
"WWTP","Northeast.Brunswick.Regional","PFBA",2019-08-08,NA,"U","1.41"
"WWTP","Northeast.Brunswick.Regional","PFBS",2019-08-08,NA,"U","1.41"
"WWTP","Northeast.Brunswick.Regional","PFDS",2019-08-08,NA,"U","1.41"
"WWTP","Northeast.Brunswick.Regional","PFDA",2019-08-08,1.8,"",""
"WWTP","Northeast.Brunswick.Regional","PFDoA",2019-08-08,0.196,"J",""
"WWTP","Northeast.Brunswick.Regional","PFHpS",2019-08-08,NA,"U","1.41"
"WWTP","Northeast.Brunswick.Regional","PFHpA",2019-08-08,8.15,"",""
"WWTP","Northeast.Brunswick.Regional","PFHxS",2019-08-08,NA,"U","1.41"
"WWTP","Northeast.Brunswick.Regional","PFHxA",2019-08-08,19.9,"",""
"WWTP","Northeast.Brunswick.Regional","PFNS",2019-08-08,NA,"U","1.41"
"WWTP","Northeast.Brunswick.Regional","PFNA",2019-08-08,0.871,"J",""
"WWTP","Northeast.Brunswick.Regional","PFOSA",2019-08-08,NA,"U","1.41"
"WWTP","Northeast.Brunswick.Regional","N-EtFOSAA",2019-08-08,NA,"U","1.41"
"WWTP","Northeast.Brunswick.Regional","N-MeFOSAA",2019-08-08,NA,"U","1.41"
"WWTP","Northeast.Brunswick.Regional","PFPeS",2019-08-08,NA,"U","1.41"
"WWTP","Northeast.Brunswick.Regional","PFPeA",2019-08-08,NA,"U","1.41"
"WWTP","Northeast.Brunswick.Regional","PFTeA",2019-08-08,NA,"U","1.41"
"WWTP","Northeast.Brunswick.Regional","PFTriA",2019-08-08,NA,"U","1.41"
"WWTP","Northeast.Brunswick.Regional","PFUnA",2019-08-08,NA,"U","1.41"
"WWTP","Northeast.Brunswick.Regional","HFPO-DA",2019-08-08,NA,"U","49.31"
"WWTP","Northeast.Brunswick.Regional","PFOA",2019-08-08,10,"",""
"WWTP","Northeast.Brunswick.Regional","PFOS",2019-08-08,11.3,"",""
"WWTP","Town.of.Burgaw.Collection.System","PFBA",2019-08-08,NA,"U","8.96"
"WWTP","Town.of.Burgaw.Collection.System","PFBS",2019-08-08,1.86,"",""
"WWTP","Town.of.Burgaw.Collection.System","PFDS",2019-08-08,NA,"U","1.74"
"WWTP","Town.of.Burgaw.Collection.System","PFDA",2019-08-08,NA,"U","1.79"
"WWTP","Town.of.Burgaw.Collection.System","PFDoA",2019-08-08,NA,"U","1.79"
"WWTP","Town.of.Burgaw.Collection.System","PFHpS",2019-08-08,NA,"U","1.7"
"WWTP","Town.of.Burgaw.Collection.System","PFHpA",2019-08-08,0.701,"J",""
"WWTP","Town.of.Burgaw.Collection.System","PFHxS",2019-08-08,NA,"U","1.63"
"WWTP","Town.of.Burgaw.Collection.System","PFHxA",2019-08-08,18.9,"",""
"WWTP","Town.of.Burgaw.Collection.System","PFNS",2019-08-08,NA,"U","1.72"
"WWTP","Town.of.Burgaw.Collection.System","PFNA",2019-08-08,NA,"U","1.79"
"WWTP","Town.of.Burgaw.Collection.System","PFOSA",2019-08-08,NA,"U","8.33"
"WWTP","Town.of.Burgaw.Collection.System","N-EtFOSAA",2019-08-08,NA,"U","3.58"
"WWTP","Town.of.Burgaw.Collection.System","N-MeFOSAA",2019-08-08,NA,"U","17.9"
"WWTP","Town.of.Burgaw.Collection.System","PFPeS",2019-08-08,NA,"U","1.68"
"WWTP","Town.of.Burgaw.Collection.System","PFPeA",2019-08-08,NA,"U","1.79"
"WWTP","Town.of.Burgaw.Collection.System","PFTeA",2019-08-08,NA,"U","8.96"
"WWTP","Town.of.Burgaw.Collection.System","PFTriA",2019-08-08,NA,"U","8.96"
"WWTP","Town.of.Burgaw.Collection.System","PFUnA",2019-08-08,NA,"U","8.96"
"WWTP","Town.of.Burgaw.Collection.System","PFOA",2019-08-08,1.45,"J",""
"WWTP","Town.of.Burgaw.Collection.System","PFOS",2019-08-08,4.08,"",""
"WWTP","Wallace.Regional.WWTP","PFBA",2019-08-12,NA,"U","2.53"
"WWTP","Wallace.Regional.WWTP","PFBS",2019-08-12,2.15,"J",""
"WWTP","Wallace.Regional.WWTP","PFDS",2019-08-12,NA,"U","2.45"
"WWTP","Wallace.Regional.WWTP","PFDA",2019-08-12,NA,"U","2.53"
"WWTP","Wallace.Regional.WWTP","PFDoA",2019-08-12,NA,"U","2.53"
"WWTP","Wallace.Regional.WWTP","PFHpS",2019-08-12,NA,"U","2.4"
"WWTP","Wallace.Regional.WWTP","PFHpA",2019-08-12,0.883,"J",""
"WWTP","Wallace.Regional.WWTP","PFHxS",2019-08-12,NA,"U","2.3"
"WWTP","Wallace.Regional.WWTP","PFHxA",2019-08-12,20.7,"",""
"WWTP","Wallace.Regional.WWTP","PFNS",2019-08-12,NA,"U","2.42"
"WWTP","Wallace.Regional.WWTP","PFNA",2019-08-12,1.04,"J",""
"WWTP","Wallace.Regional.WWTP","PFOSA",2019-08-12,NA,"U","11.7"
"WWTP","Wallace.Regional.WWTP","N-EtFOSAA",2019-08-12,NA,"U","25.3"
"WWTP","Wallace.Regional.WWTP","N-MeFOSAA",2019-08-12,NA,"U","5.05"
"WWTP","Wallace.Regional.WWTP","PFPeS",2019-08-12,NA,"U","2.37"
"WWTP","Wallace.Regional.WWTP","PFPeA",2019-08-12,NA,"U","2.53"
"WWTP","Wallace.Regional.WWTP","PFTeA",2019-08-12,NA,"U","12.6"
"WWTP","Wallace.Regional.WWTP","PFTriA",2019-08-12,NA,"U","12.6"
"WWTP","Wallace.Regional.WWTP","PFUnA",2019-08-12,NA,"U","2.53"
"WWTP","Wallace.Regional.WWTP","PFOA",2019-08-12,2.96,"",""
"WWTP","Wallace.Regional.WWTP","PFOS",2019-08-12,9.61,"",""
"WWTP","Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFBA",2019-08-13,NA,"U","380"
"WWTP","Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFBS",2019-08-13,NA,"U","95"
"WWTP","Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFDS",2019-08-13,NA,"U","95"
"WWTP","Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFDA",2019-08-13,NA,"U","95"
"WWTP","Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFDoA",2019-08-13,NA,"U","95"
"WWTP","Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFHpS",2019-08-13,NA,"U","95"
"WWTP","Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFHpA",2019-08-13,NA,"U","95"
"WWTP","Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFHxS",2019-08-13,NA,"U","95"
"WWTP","Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFHxA",2019-08-13,NA,"U","95"
"WWTP","Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFNS",2019-08-13,NA,"U","95"
"WWTP","Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFNA",2019-08-13,NA,"U","95"
"WWTP","Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFOSA",2019-08-13,NA,"U","95"
"WWTP","Cary.Western.Wake.Regional.Water.Reclamation.Facility","N-EtFOSAA",2019-08-13,NA,"U","95"
"WWTP","Cary.Western.Wake.Regional.Water.Reclamation.Facility","N-MeFOSAA",2019-08-13,NA,"U","110"
"WWTP","Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFPeS",2019-08-13,NA,"U","95"
"WWTP","Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFPeA",2019-08-13,NA,"U","95"
"WWTP","Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFTeA",2019-08-13,NA,"U","95"
"WWTP","Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFTriA",2019-08-13,NA,"U","95"
"WWTP","Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFUnA",2019-08-13,NA,"U","95"
"WWTP","Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFOA",2019-08-13,NA,"U","95"
"WWTP","Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFOS",2019-08-13,NA,"U","95"
"WWTP","City.of.High.Point.Eastside.WWTP","PFBA",2019-08-13,NA,"U","10.8"
"WWTP","City.of.High.Point.Eastside.WWTP","PFBS",2019-08-13,NA,"U","10.8"
"WWTP","City.of.High.Point.Eastside.WWTP","PFDS",2019-08-13,NA,"U","10.8"
"WWTP","City.of.High.Point.Eastside.WWTP","PFDA",2019-08-13,NA,"U","10.8"
"WWTP","City.of.High.Point.Eastside.WWTP","PFHpS",2019-08-13,NA,"U","10.8"
"WWTP","City.of.High.Point.Eastside.WWTP","PFHpA",2019-08-13,NA,"",""
"WWTP","City.of.High.Point.Eastside.WWTP","PFHxS",2019-08-13,NA,"U","10.8"
"WWTP","City.of.High.Point.Eastside.WWTP","PFHxA",2019-08-13,13.4,"",""
"WWTP","City.of.High.Point.Eastside.WWTP","PFNS",2019-08-13,NA,"U","10.8"
"WWTP","City.of.High.Point.Eastside.WWTP","PFNA",2019-08-13,NA,"U","10.8"
"WWTP","City.of.High.Point.Eastside.WWTP","PFOSA",2019-08-13,NA,"U","10.8"
"WWTP","City.of.High.Point.Eastside.WWTP","N-EtFOSAA",2019-08-13,NA,"U","10.8"
"WWTP","City.of.High.Point.Eastside.WWTP","N-MeFOSAA",2019-08-13,NA,"U","10.8"
"WWTP","City.of.High.Point.Eastside.WWTP","PFPeS",2019-08-13,NA,"U","10.8"
"WWTP","City.of.High.Point.Eastside.WWTP","PFPeA",2019-08-13,60.8,"",""
"WWTP","City.of.High.Point.Eastside.WWTP","PFTeA",2019-08-13,NA,"U","10.8"
"WWTP","City.of.High.Point.Eastside.WWTP","PFTriA",2019-08-13,NA,"U","10.8"
"WWTP","City.of.High.Point.Eastside.WWTP","PFUnA",2019-08-13,NA,"U","10.8"
"WWTP","City.of.High.Point.Eastside.WWTP","PFOA",2019-08-13,NA,"U","10.8"
"WWTP","City.of.High.Point.Eastside.WWTP","PFOS",2019-08-13,15.4,"",""
"WWTP","Town.of.Holly.Springs","PFBA",2019-08-13,NA,"U","8.2"
"WWTP","Town.of.Holly.Springs","PFBS",2019-08-13,NA,"U","7.2"
"WWTP","Town.of.Holly.Springs","PFDS",2019-08-13,NA,"U","7.9"
"WWTP","Town.of.Holly.Springs","PFDA",2019-08-13,NA,"U","8.2"
"WWTP","Town.of.Holly.Springs","PFDoA",2019-08-13,NA,"U","8.2"
"WWTP","Town.of.Holly.Springs","PFHpA",2019-08-13,21,"",""
"WWTP","Town.of.Holly.Springs","PFHxS",2019-08-13,NA,"U","7.7"
"WWTP","Town.of.Holly.Springs","PFHxA",2019-08-13,27,"",""
"WWTP","Town.of.Holly.Springs","PFNA",2019-08-13,NA,"U","8.2"
"WWTP","Town.of.Holly.Springs","N-EtFOSAA",2019-08-13,NA,"U","16"
"WWTP","Town.of.Holly.Springs","N-MeFOSAA",2019-08-13,NA,"U","16"
"WWTP","Town.of.Holly.Springs","PFPeA",2019-08-13,21,"",""
"WWTP","Town.of.Holly.Springs","PFOA",2019-08-13,10,"",""
"WWTP","Town.of.Holly.Springs","PFOS",2019-08-13,12,"",""
"WWTP","City.of.Mebane.WWTP","PFBA",2019-08-13,NA,"U","5.38"
"WWTP","City.of.Mebane.WWTP","PFBS",2019-08-13,NA,"U","5.38"
"WWTP","City.of.Mebane.WWTP","PFDS",2019-08-13,NA,"U","5.38"
"WWTP","City.of.Mebane.WWTP","PFDA",2019-08-13,7.64,"",""
"WWTP","City.of.Mebane.WWTP","PFDoA",2019-08-13,NA,"U","5.38"
"WWTP","City.of.Mebane.WWTP","PFHpS",2019-08-13,NA,"U","5.38"
"WWTP","City.of.Mebane.WWTP","PFHpA",2019-08-13,7.73,"",""
"WWTP","City.of.Mebane.WWTP","PFHxS",2019-08-13,NA,"U","5.38"
"WWTP","City.of.Mebane.WWTP","PFHxA",2019-08-13,29.4,"",""
"WWTP","City.of.Mebane.WWTP","PFNS",2019-08-13,NA,"U","5.38"
"WWTP","City.of.Mebane.WWTP","PFNA",2019-08-13,NA,"U","5.38"
"WWTP","City.of.Mebane.WWTP","PFOSA",2019-08-13,NA,"U","5.38"
"WWTP","City.of.Mebane.WWTP","N-EtFOSAA",2019-08-13,NA,"U","5.38"
"WWTP","City.of.Mebane.WWTP","N-MeFOSAA",2019-08-13,NA,"U","5.38"
"WWTP","City.of.Mebane.WWTP","PFPeS",2019-08-13,NA,"U","5.38"
"WWTP","City.of.Mebane.WWTP","PFPeA",2019-08-13,NA,"U","5.38"
"WWTP","City.of.Mebane.WWTP","PFTeA",2019-08-13,NA,"U","5.38"
"WWTP","City.of.Mebane.WWTP","PFTriA",2019-08-13,NA,"U","5.38"
"WWTP","City.of.Mebane.WWTP","PFUnA",2019-08-13,NA,"U","5.38"
"WWTP","City.of.Mebane.WWTP","PFOA",2019-08-13,24.3,"",""
"WWTP","City.of.Mebane.WWTP","PFOS",2019-08-13,6.97,"",""
"WWTP","City.of.Randleman","PFBA",2019-08-14,NA,"U","1.38"
"WWTP","City.of.Randleman","PFBS",2019-08-14,NA,"U","1.38"
"WWTP","City.of.Randleman","PFDS",2019-08-14,NA,"U","1.38"
"WWTP","City.of.Randleman","PFDA",2019-08-14,NA,"U","1.38"
"WWTP","City.of.Randleman","PFDoA",2019-08-14,NA,"U","1.38"
"WWTP","City.of.Randleman","PFHpS",2019-08-14,NA,"U","1.38"
"WWTP","City.of.Randleman","PFHpA",2019-08-14,2.94,"",""
"WWTP","City.of.Randleman","PFHxS",2019-08-14,NA,"U","1.38"
"WWTP","City.of.Randleman","PFHxA",2019-08-14,8.56,"",""
"WWTP","City.of.Randleman","PFNS",2019-08-14,NA,"U","1.38"
"WWTP","City.of.Randleman","PFNA",2019-08-14,0.846,"J",""
"WWTP","City.of.Randleman","PFOSA",2019-08-14,NA,"U","1.38"
"WWTP","City.of.Randleman","N-EtFOSAA",2019-08-14,NA,"U","1.38"
"WWTP","City.of.Randleman","N-MeFOSAA",2019-08-14,NA,"U","1.38"
"WWTP","City.of.Randleman","PFPeS",2019-08-14,NA,"U","1.38"
"WWTP","City.of.Randleman","PFPeA",2019-08-14,NA,"U","1.38"
"WWTP","City.of.Randleman","PFTeA",2019-08-14,0.255,"J",""
"WWTP","City.of.Randleman","PFTriA",2019-08-14,NA,"U","1.38"
"WWTP","City.of.Randleman","PFUnA",2019-08-14,NA,"U","1.38"
"WWTP","City.of.Randleman","HFPO-DA",2019-08-14,NA,"U","48.22"
"WWTP","City.of.Randleman","PFOA",2019-08-14,5.52,"",""
"WWTP","City.of.Randleman","PFOS",2019-08-14,NA,"U","1.38"
"WWTP","Town.of.Rose.Hill.WWTP","PFBA",2019-08-14,8.37,"",""
"WWTP","Town.of.Rose.Hill.WWTP","PFBS",2019-08-14,2.6,"",""
"WWTP","Town.of.Rose.Hill.WWTP","PFDS",2019-08-14,NA,"U","2.58"
"WWTP","Town.of.Rose.Hill.WWTP","PFDA",2019-08-14,NA,"U","2.66"
"WWTP","Town.of.Rose.Hill.WWTP","PFDoA",2019-08-14,NA,"U","2.66"
"WWTP","Town.of.Rose.Hill.WWTP","PFHpS",2019-08-14,NA,"U","2.53"
"WWTP","Town.of.Rose.Hill.WWTP","PFHpA",2019-08-14,40.7,"",""
"WWTP","Town.of.Rose.Hill.WWTP","PFHxS",2019-08-14,2,"J",""
"WWTP","Town.of.Rose.Hill.WWTP","PFHxA",2019-08-14,10.4,"",""
"WWTP","Town.of.Rose.Hill.WWTP","PFNS",2019-08-14,NA,"U","2.55"
"WWTP","Town.of.Rose.Hill.WWTP","PFNA",2019-08-14,2.08,"",""
"WWTP","Town.of.Rose.Hill.WWTP","PFOSA",2019-08-14,NA,"U","2.47"
"WWTP","Town.of.Rose.Hill.WWTP","N-EtFOSAA",2019-08-14,NA,"U","5.32"
"WWTP","Town.of.Rose.Hill.WWTP","N-MeFOSAA",2019-08-14,NA,"U","5.32"
"WWTP","Town.of.Rose.Hill.WWTP","PFPeS",2019-08-14,NA,"U","2.5"
"WWTP","Town.of.Rose.Hill.WWTP","PFPeA",2019-08-14,6.1,"",""
"WWTP","Town.of.Rose.Hill.WWTP","PFTeA",2019-08-14,NA,"U","13.3"
"WWTP","Town.of.Rose.Hill.WWTP","PFTriA",2019-08-14,NA,"U","13.3"
"WWTP","Town.of.Rose.Hill.WWTP","PFUnA",2019-08-14,NA,"U","2.66"
"WWTP","Town.of.Rose.Hill.WWTP","PFOA",2019-08-14,6,"",""
"WWTP","Town.of.Rose.Hill.WWTP","PFOS",2019-08-14,11,"",""
"WWTP","City.of.Graham","PFBA",2019-08-22,NA,"U","1.25"
"WWTP","City.of.Graham","PFBS",2019-08-22,NA,"U","1.25"
"WWTP","City.of.Graham","PFDS",2019-08-22,NA,"U","1.25"
"WWTP","City.of.Graham","PFDA",2019-08-22,1.44,"",""
"WWTP","City.of.Graham","PFDoA",2019-08-22,0.726,"JB",""
"WWTP","City.of.Graham","PFHpS",2019-08-22,NA,"U","1.25"
"WWTP","City.of.Graham","PFHpA",2019-08-22,4.28,"",""
"WWTP","City.of.Graham","PFHxS",2019-08-22,0.144,"JB",""
"WWTP","City.of.Graham","PFHxA",2019-08-22,11.8,"",""
"WWTP","City.of.Graham","PFNS",2019-08-22,NA,"U","1.25"
"WWTP","City.of.Graham","PFNA",2019-08-22,1.62,"",""
"WWTP","City.of.Graham","PFOSA",2019-08-22,NA,"U","1.25"
"WWTP","City.of.Graham","N-EtFOSAA",2019-08-22,NA,"U","1.25"
"WWTP","City.of.Graham","N-MeFOSAA",2019-08-22,NA,"U","1.25"
"WWTP","City.of.Graham","PFPeS",2019-08-22,NA,"U","1.25"
"WWTP","City.of.Graham","PFPeA",2019-08-22,NA,"U","1.25"
"WWTP","City.of.Graham","PFTeA",2019-08-22,2.82,"B",""
"WWTP","City.of.Graham","PFTriA",2019-08-22,2.02,"B",""
"WWTP","City.of.Graham","PFUnA",2019-08-22,NA,"U","1.25"
"WWTP","City.of.Graham","HFPO-DA",2019-08-22,NA,"U","43.8"
"WWTP","City.of.Graham","PFOA",2019-08-22,8.97,"",""
"WWTP","City.of.Graham","PFOS",2019-08-22,12.8,"",""
"WWTP","Fayetteville-Cross.Creek.WWTP","PFBA",2019-08-27,1.58,"",""
"WWTP","Fayetteville-Cross.Creek.WWTP","PFBS",2019-08-27,4.32,"",""
"WWTP","Fayetteville-Cross.Creek.WWTP","PFDS",2019-08-27,NA,"U","11.3"
"WWTP","Fayetteville-Cross.Creek.WWTP","PFDA",2019-08-27,0.51,"",""
"WWTP","Fayetteville-Cross.Creek.WWTP","PFDoA",2019-08-27,NA,"U","11.3"
"WWTP","Fayetteville-Cross.Creek.WWTP","PFHpS",2019-08-27,0.36,"J",""
"WWTP","Fayetteville-Cross.Creek.WWTP","PFHpA",2019-08-27,8.13,"J",""
"WWTP","Fayetteville-Cross.Creek.WWTP","PFHxS",2019-08-27,12.85,"",""
"WWTP","Fayetteville-Cross.Creek.WWTP","PFHxA",2019-08-27,15.6,"",""
"WWTP","Fayetteville-Cross.Creek.WWTP","PFNS",2019-08-27,NA,"U","11.3"
"WWTP","Fayetteville-Cross.Creek.WWTP","PFNA",2019-08-27,0.65,"",""
"WWTP","Fayetteville-Cross.Creek.WWTP","PFOSA",2019-08-27,NA,"U","11.3"
"WWTP","Fayetteville-Cross.Creek.WWTP","N-EtFOSAA",2019-08-27,NA,"U","11.3"
