"Site","Analyte","Sample.Date","ppt","lab.qual","chain.length","lat","long"
"City.of.Raeford","PFOA",2019-07-15,NA,120,"long",34.97691246,-79.1947716
"City.of.Raeford","PFOS",2019-07-15,NA,120,"long",34.97691246,-79.1947716
"City.of.Raeford","PFOSA",2019-07-15,NA,120,"long",34.97691246,-79.1947716
"City.of.Raeford","PFPeA",2019-07-15,NA,120,"short",34.97691246,-79.1947716
"City.of.Raeford","PFPeS",2019-07-15,NA,120,"short",34.97691246,-79.1947716
"City.of.Raeford","PFTeA",2019-07-15,NA,120,"long",34.97691246,-79.1947716
"City.of.Raeford","PFTriA",2019-07-15,NA,120,"long",34.97691246,-79.1947716
"City.of.Raeford","PFUnA",2019-07-15,NA,240,"long",34.97691246,-79.1947716
"Wallace.Regional.WWTP","N.EtFOSAA",2019-07-11,NA,1.17,"long",34.73817439,-77.99263394
"Cit.of.Clinton-Norman.H.Larkins.WWTP","N.EtFOSAA",2019-07-11,NA,3.67,"long",35.00515516,-78.34442384
"Cit.of.Clinton-Norman.H.Larkins.WWTP","N.MeFOSAA",2019-07-11,NA,3.67,"long",35.00515516,-78.34442384
"Wallace.Regional.WWTP","N.MeFOSAA",2019-07-11,1.18,NA,"long",34.73817439,-77.99263394
"Cit.of.Clinton-Norman.H.Larkins.WWTP","PFBA",2019-07-11,NA,9.17,"short",35.00515516,-78.34442384
"Wallace.Regional.WWTP","PFBA",2019-07-11,3.41,NA,"short",34.73817439,-77.99263394
"Cit.of.Clinton-Norman.H.Larkins.WWTP","PFBS",2019-07-11,1.12,NA,"short",35.00515516,-78.34442384
"Wallace.Regional.WWTP","PFBS",2019-07-11,3.22,NA,"short",34.73817439,-77.99263394
"Cit.of.Clinton-Norman.H.Larkins.WWTP","PFDA",2019-07-11,NA,1.83,"long",35.00515516,-78.34442384
"Wallace.Regional.WWTP","PFDA",2019-07-11,0.789,NA,"long",34.73817439,-77.99263394
"Wallace.Regional.WWTP","PFDoA",2019-07-11,NA,1.77,"long",34.73817439,-77.99263394
"Cit.of.Clinton-Norman.H.Larkins.WWTP","PFDoA",2019-07-11,NA,1.83,"long",35.00515516,-78.34442384
"Wallace.Regional.WWTP","PFDS",2019-07-11,NA,1.71,"long",34.73817439,-77.99263394
"Cit.of.Clinton-Norman.H.Larkins.WWTP","PFDS",2019-07-11,NA,1.78,"long",35.00515516,-78.34442384
"Cit.of.Clinton-Norman.H.Larkins.WWTP","PFHpA",2019-07-11,1.17,NA,"short",35.00515516,-78.34442384
"Wallace.Regional.WWTP","PFHpA",2019-07-11,1.03,NA,"short",34.73817439,-77.99263394
"Wallace.Regional.WWTP","PFHpS",2019-07-11,NA,1.68,"long",34.73817439,-77.99263394
"Cit.of.Clinton-Norman.H.Larkins.WWTP","PFHpS",2019-07-11,NA,1.74,"long",35.00515516,-78.34442384
"Cit.of.Clinton-Norman.H.Larkins.WWTP","PFHxA",2019-07-11,10.7,NA,"short",35.00515516,-78.34442384
"Wallace.Regional.WWTP","PFHxA",2019-07-11,6.9,NA,"short",34.73817439,-77.99263394
"Cit.of.Clinton-Norman.H.Larkins.WWTP","PFHxS",2019-07-11,NA,1.67,"long",35.00515516,-78.34442384
"Wallace.Regional.WWTP","PFHxS",2019-07-11,0.808,NA,"long",34.73817439,-77.99263394
"Wallace.Regional.WWTP","PFNA",2019-07-11,NA,1.77,"long",34.73817439,-77.99263394
"Cit.of.Clinton-Norman.H.Larkins.WWTP","PFNA",2019-07-11,NA,1.83,"long",35.00515516,-78.34442384
"Wallace.Regional.WWTP","PFNS",2019-07-11,NA,1.7,"long",34.73817439,-77.99263394
"Cit.of.Clinton-Norman.H.Larkins.WWTP","PFNS",2019-07-11,NA,1.76,"long",35.00515516,-78.34442384
"Cit.of.Clinton-Norman.H.Larkins.WWTP","PFOA",2019-07-11,2.19,NA,"long",35.00515516,-78.34442384
"Wallace.Regional.WWTP","PFOA",2019-07-11,2.96,NA,"long",34.73817439,-77.99263394
"Cit.of.Clinton-Norman.H.Larkins.WWTP","PFOS",2019-07-11,2.29,NA,"long",35.00515516,-78.34442384
"Wallace.Regional.WWTP","PFOS",2019-07-11,4.78,NA,"long",34.73817439,-77.99263394
"Wallace.Regional.WWTP","PFOSA",2019-07-11,NA,1.64,"long",34.73817439,-77.99263394
"Cit.of.Clinton-Norman.H.Larkins.WWTP","PFOSA",2019-07-11,NA,1.71,"long",35.00515516,-78.34442384
"Cit.of.Clinton-Norman.H.Larkins.WWTP","PFPeA",2019-07-11,5.42,NA,"short",35.00515516,-78.34442384
"Wallace.Regional.WWTP","PFPeA",2019-07-11,6.26,NA,"short",34.73817439,-77.99263394
"Cit.of.Clinton-Norman.H.Larkins.WWTP","PFPeS",2019-07-11,NA,1.72,"short",35.00515516,-78.34442384
"Wallace.Regional.WWTP","PFPeS",2019-07-11,1.05,NA,"short",34.73817439,-77.99263394
"Wallace.Regional.WWTP","PFTeA",2019-07-11,NA,8.83,"long",34.73817439,-77.99263394
"Cit.of.Clinton-Norman.H.Larkins.WWTP","PFTeA",2019-07-11,NA,9.17,"long",35.00515516,-78.34442384
"Wallace.Regional.WWTP","PFTriA",2019-07-11,NA,8.83,"long",34.73817439,-77.99263394
"Cit.of.Clinton-Norman.H.Larkins.WWTP","PFTriA",2019-07-11,NA,9.17,"long",35.00515516,-78.34442384
"Wallace.Regional.WWTP","PFUnA",2019-07-11,NA,1.77,"long",34.73817439,-77.99263394
"Cit.of.Clinton-Norman.H.Larkins.WWTP","PFUnA",2019-07-11,NA,1.83,"long",35.00515516,-78.34442384
"City.of.Asheboro.WWTP","HFPO.DA",2019-07-10,NA,NA,"long",35.76613469,-79.78579884
"City.of.Asheboro.WWTP","N.EtFOSAA",2019-07-10,NA,2.54,"long",35.76613469,-79.78579884
"City.of.Asheboro.WWTP","N.MeFOSAA",2019-07-10,NA,2.54,"long",35.76613469,-79.78579884
"City.of.Asheboro.WWTP","PFBA",2019-07-10,NA,2.54,"short",35.76613469,-79.78579884
"City.of.Asheboro.WWTP","PFBS",2019-07-10,NA,2.54,"short",35.76613469,-79.78579884
"City.of.Asheboro.WWTP","PFDA",2019-07-10,NA,2.54,"long",35.76613469,-79.78579884
"City.of.Asheboro.WWTP","PFDoA",2019-07-10,NA,2.54,"long",35.76613469,-79.78579884
"City.of.Asheboro.WWTP","PFDS",2019-07-10,NA,2.54,"long",35.76613469,-79.78579884
"City.of.Asheboro.WWTP","PFHpA",2019-07-10,4.62,NA,"short",35.76613469,-79.78579884
"City.of.Asheboro.WWTP","PFHpS",2019-07-10,NA,2.54,"long",35.76613469,-79.78579884
"City.of.Asheboro.WWTP","PFHxA",2019-07-10,8.74,NA,"short",35.76613469,-79.78579884
"City.of.Asheboro.WWTP","PFHxS",2019-07-10,NA,2.54,"long",35.76613469,-79.78579884
"City.of.Asheboro.WWTP","PFNA",2019-07-10,NA,2.54,"long",35.76613469,-79.78579884
"City.of.Asheboro.WWTP","PFNS",2019-07-10,NA,2.54,"long",35.76613469,-79.78579884
"City.of.Asheboro.WWTP","PFOA",2019-07-10,9.47,NA,"long",35.76613469,-79.78579884
"City.of.Asheboro.WWTP","PFOS",2019-07-10,19.8,NA,"long",35.76613469,-79.78579884
"City.of.Asheboro.WWTP","PFOSA",2019-07-10,NA,2.57,"long",35.76613469,-79.78579884
"City.of.Asheboro.WWTP","PFPeA",2019-07-10,25.8,NA,"short",35.76613469,-79.78579884
"City.of.Asheboro.WWTP","PFPeS",2019-07-10,NA,2.54,"short",35.76613469,-79.78579884
"City.of.Asheboro.WWTP","PFTeA",2019-07-10,NA,2.54,"long",35.76613469,-79.78579884
"City.of.Asheboro.WWTP","PFTriA",2019-07-10,NA,2.54,"long",35.76613469,-79.78579884
"City.of.Asheboro.WWTP","PFUnA",2019-07-10,NA,2.54,"long",35.76613469,-79.78579884
"Wilmington-James.A.Loughlin(Northside.WWTP","4.2",2019-07-09,NA,16.8,"short",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","4.2",2019-07-09,NA,81.7,"short",34.16600449,-77.94528851
"Wilmington-James.A.Loughlin(Northside.WWTP","6.2",2019-07-09,NA,17,"short",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","6.2",2019-07-09,NA,82.5,"short",34.16600449,-77.94528851
"Wilmington-M'Kean.Maffitt(Southside.WWTP","8.2",2019-07-09,NA,3.34,"long",34.16600449,-77.94528851
"Wilmington-James.A.Loughlin(Northside.WWTP","8.2",2019-07-09,NA,3.43,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","10.2",2019-07-09,NA,3.34,"long",34.16600449,-77.94528851
"Wilmington-James.A.Loughlin(Northside.WWTP","10.2",2019-07-09,NA,3.43,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","ADONA",2019-07-09,NA,1.74,"long",34.16600449,-77.94528851
"Wilmington-James.A.Loughlin(Northside.WWTP","ADONA",2019-07-09,NA,1.79,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","N.EtFOSA",2019-07-09,NA,3.47,"long",34.16600449,-77.94528851
"Wilmington-James.A.Loughlin(Northside.WWTP","N.EtFOSA",2019-07-09,NA,3.57,"long",34.26246994,-77.92142112
"Wilmington-James.A.Loughlin(Northside.WWTP","N.EtFOSAA",2019-07-09,NA,1.68,"long",34.26246994,-77.92142112
"Cary.Western.Wake.Regional.Water.Reclamation.Facility","N.EtFOSAA",2019-07-09,NA,2.5,"long",35.67154993,-78.94119022
"City.of.Reidsville","N.EtFOSAA",2019-07-09,NA,2.54,"long",36.3236797,-79.66750151
"City.of.Mebane.WWTP","N.EtFOSAA",2019-07-09,NA,2.7,"long",36.08862094,-79.28544925
"Wilmington-M'Kean.Maffitt(Southside.WWTP","N.EtFOSAA",2019-07-09,NA,3.47,"long",34.16600449,-77.94528851
"Cary.Western.Wake.Regional.Water.Reclamation.Facility","N.MeFOSAA",2019-07-09,NA,2.5,"long",35.67154993,-78.94119022
"City.of.Reidsville","N.MeFOSAA",2019-07-09,NA,2.54,"long",36.3236797,-79.66750151
"City.of.Mebane.WWTP","N.MeFOSAA",2019-07-09,NA,2.7,"long",36.08862094,-79.28544925
"Wilmington-M'Kean.Maffitt(Southside.WWTP","N.MeFOSAA",2019-07-09,NA,17.4,"long",34.16600449,-77.94528851
"Wilmington-James.A.Loughlin(Northside.WWTP","N.MeFOSAA",2019-07-09,NA,17.9,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","Nafion.Byproduct.1",2019-07-09,NA,3.47,"long",34.16600449,-77.94528851
"Wilmington-James.A.Loughlin(Northside.WWTP","Nafion.Byproduct.1",2019-07-09,NA,3.57,"long",34.26246994,-77.92142112
"Wilmington-James.A.Loughlin(Northside.WWTP","Nafion.Byproduct.2",2019-07-09,NA,3.57,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","Nafion.Byproduct.2",2019-07-09,1.57,NA,"long",34.16600449,-77.94528851
"Wilmington-James.A.Loughlin(Northside.WWTP","N.EtFOSE",2019-07-09,NA,1.79,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","N.EtFOSE",2019-07-09,NA,8.69,"long",34.16600449,-77.94528851
"Wilmington-M'Kean.Maffitt(Southside.WWTP","N.MeFOSA",2019-07-09,NA,17.4,"long",34.16600449,-77.94528851
"Wilmington-James.A.Loughlin(Northside.WWTP","N.MeFOSA",2019-07-09,NA,17.9,"long",34.26246994,-77.92142112
"Wilmington-James.A.Loughlin(Northside.WWTP","N.MeFOSE",2019-07-09,NA,1.79,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","N.MeFOSE",2019-07-09,NA,8.69,"long",34.16600449,-77.94528851
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PF3ONS",2019-07-09,NA,1.62,"long",34.16600449,-77.94528851
"Wilmington-James.A.Loughlin(Northside.WWTP","PF3ONS",2019-07-09,NA,1.66,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PF3OUdS",2019-07-09,NA,3.27,"long",34.16600449,-77.94528851
"Wilmington-James.A.Loughlin(Northside.WWTP","PF3OUdS",2019-07-09,NA,3.36,"long",34.26246994,-77.92142112
"City.of.Reidsville","PFBA",2019-07-09,NA,2.54,"short",36.3236797,-79.66750151
"City.of.Mebane.WWTP","PFBA",2019-07-09,NA,2.7,"short",36.08862094,-79.28544925
"Wilmington-James.A.Loughlin(Northside.WWTP","PFBA",2019-07-09,4.22,NA,"short",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFBA",2019-07-09,4.28,NA,"short",34.16600449,-77.94528851
"Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFBA",2019-07-09,15,NA,"short",35.67154993,-78.94119022
"Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFBS",2019-07-09,NA,1.1,"short",35.67154993,-78.94119022
"City.of.Reidsville","PFBS",2019-07-09,NA,2.54,"short",36.3236797,-79.66750151
"City.of.Mebane.WWTP","PFBS",2019-07-09,NA,2.7,"short",36.08862094,-79.28544925
"Wilmington-James.A.Loughlin(Northside.WWTP","PFBS",2019-07-09,12.3,NA,"short",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFBS",2019-07-09,6.83,NA,"short",34.16600449,-77.94528851
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFDA",2019-07-09,NA,1.74,"long",34.16600449,-77.94528851
"Wilmington-James.A.Loughlin(Northside.WWTP","PFDA",2019-07-09,1.28,NA,"long",34.26246994,-77.92142112
"Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFDA",2019-07-09,1.1,NA,"long",35.67154993,-78.94119022
"City.of.Mebane.WWTP","PFDA",2019-07-09,5.16,NA,"long",36.08862094,-79.28544925
"City.of.Reidsville","PFDA",2019-07-09,3.47,NA,"long",36.3236797,-79.66750151
"Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFDoA",2019-07-09,NA,1.2,"long",35.67154993,-78.94119022
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFDoA",2019-07-09,NA,1.74,"long",34.16600449,-77.94528851
"Wilmington-James.A.Loughlin(Northside.WWTP","PFDoA",2019-07-09,NA,1.79,"long",34.26246994,-77.92142112
"City.of.Reidsville","PFDoA",2019-07-09,NA,2.54,"long",36.3236797,-79.66750151
"City.of.Mebane.WWTP","PFDoA",2019-07-09,NA,2.7,"long",36.08862094,-79.28544925
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFDS",2019-07-09,NA,1.69,"long",34.16600449,-77.94528851
"Wilmington-James.A.Loughlin(Northside.WWTP","PFDS",2019-07-09,NA,1.73,"long",34.26246994,-77.92142112
"Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFDS",2019-07-09,NA,2.4,"long",35.67154993,-78.94119022
"City.of.Reidsville","PFDS",2019-07-09,NA,2.54,"long",36.3236797,-79.66750151
"City.of.Mebane.WWTP","PFDS",2019-07-09,NA,2.7,"long",36.08862094,-79.28544925
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFECA.G",2019-07-09,NA,3.47,"long",34.16600449,-77.94528851
"Wilmington-James.A.Loughlin(Northside.WWTP","PFECA.G",2019-07-09,NA,3.57,"long",34.26246994,-77.92142112
"Wilmington-James.A.Loughlin(Northside.WWTP","PFHpA",2019-07-09,4.79,NA,"short",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFHpA",2019-07-09,4.8,NA,"short",34.16600449,-77.94528851
"Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFHpA",2019-07-09,3.6,NA,"short",35.67154993,-78.94119022
"City.of.Mebane.WWTP","PFHpA",2019-07-09,5.84,NA,"short",36.08862094,-79.28544925
"City.of.Reidsville","PFHpA",2019-07-09,7.34,NA,"short",36.3236797,-79.66750151
"Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFHpS",2019-07-09,NA,1.1,"long",35.67154993,-78.94119022
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFHpS",2019-07-09,NA,1.65,"long",34.16600449,-77.94528851
"Wilmington-James.A.Loughlin(Northside.WWTP","PFHpS",2019-07-09,NA,1.7,"long",34.26246994,-77.92142112
"City.of.Reidsville","PFHpS",2019-07-09,NA,2.54,"long",36.3236797,-79.66750151
"City.of.Mebane.WWTP","PFHpS",2019-07-09,NA,2.7,"long",36.08862094,-79.28544925
"Wilmington-James.A.Loughlin(Northside.WWTP","PFHxA",2019-07-09,14,NA,"short",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFHxA",2019-07-09,13,NA,"short",34.16600449,-77.94528851
"Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFHxA",2019-07-09,15,NA,"short",35.67154993,-78.94119022
"City.of.Mebane.WWTP","PFHxA",2019-07-09,28,NA,"short",36.08862094,-79.28544925
"City.of.Reidsville","PFHxA",2019-07-09,68.3,NA,"short",36.3236797,-79.66750151
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFHxDA",2019-07-09,NA,1.74,"long",34.16600449,-77.94528851
"Wilmington-James.A.Loughlin(Northside.WWTP","PFHxDA",2019-07-09,NA,1.79,"long",34.26246994,-77.92142112
"Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFHxS",2019-07-09,NA,1.1,"long",35.67154993,-78.94119022
"City.of.Reidsville","PFHxS",2019-07-09,NA,2.54,"long",36.3236797,-79.66750151
"City.of.Mebane.WWTP","PFHxS",2019-07-09,NA,2.7,"long",36.08862094,-79.28544925
"Wilmington-James.A.Loughlin(Northside.WWTP","PFHxS",2019-07-09,3.78,NA,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFHxS",2019-07-09,3.41,NA,"long",34.16600449,-77.94528851
"Wilmington-James.A.Loughlin(Northside.WWTP","PFMOAA",2019-07-09,43.1,NA,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFMOAA",2019-07-09,52,NA,"long",34.16600449,-77.94528851
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFMOBA",2019-07-09,NA,3.47,"long",34.16600449,-77.94528851
"Wilmington-James.A.Loughlin(Northside.WWTP","PFMOBA",2019-07-09,NA,3.57,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFMOPrA",2019-07-09,NA,3.47,"long",34.16600449,-77.94528851
"Wilmington-James.A.Loughlin(Northside.WWTP","PFMOPrA",2019-07-09,13.8,NA,"long",34.26246994,-77.92142112
"City.of.Mebane.WWTP","PFNA",2019-07-09,NA,2.7,"long",36.08862094,-79.28544925
"Wilmington-James.A.Loughlin(Northside.WWTP","PFNA",2019-07-09,1.27,NA,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFNA",2019-07-09,0.683,NA,"long",34.16600449,-77.94528851
"Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFNA",2019-07-09,0.41,NA,"long",35.67154993,-78.94119022
"City.of.Reidsville","PFNA",2019-07-09,2.68,NA,"long",36.3236797,-79.66750151
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFNS",2019-07-09,NA,1.67,"long",34.16600449,-77.94528851
"Wilmington-James.A.Loughlin(Northside.WWTP","PFNS",2019-07-09,NA,1.71,"long",34.26246994,-77.92142112
"Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFNS",2019-07-09,NA,2.4,"long",35.67154993,-78.94119022
"City.of.Reidsville","PFNS",2019-07-09,NA,2.54,"long",36.3236797,-79.66750151
"City.of.Mebane.WWTP","PFNS",2019-07-09,NA,2.7,"long",36.08862094,-79.28544925
"Wilmington-James.A.Loughlin(Northside.WWTP","PFO2HxA",2019-07-09,29.7,NA,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFO2HxA",2019-07-09,36,NA,"long",34.16600449,-77.94528851
"Wilmington-James.A.Loughlin(Northside.WWTP","PFO3OA",2019-07-09,12.9,NA,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFO3OA",2019-07-09,15,NA,"long",34.16600449,-77.94528851
"Wilmington-James.A.Loughlin(Northside.WWTP","PFO4DA",2019-07-09,2.61,NA,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFO4DA",2019-07-09,4.27,NA,"long",34.16600449,-77.94528851
"Wilmington-James.A.Loughlin(Northside.WWTP","PFOA",2019-07-09,6.61,NA,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFOA",2019-07-09,4.89,NA,"long",34.16600449,-77.94528851
"Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFOA",2019-07-09,4.4,NA,"long",35.67154993,-78.94119022
"City.of.Mebane.WWTP","PFOA",2019-07-09,17.4,NA,"long",36.08862094,-79.28544925
"City.of.Reidsville","PFOA",2019-07-09,19.9,NA,"long",36.3236797,-79.66750151
"Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFOS",2019-07-09,NA,1.2,"long",35.67154993,-78.94119022
"Wilmington-James.A.Loughlin(Northside.WWTP","PFOS",2019-07-09,8.83,NA,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFOS",2019-07-09,13.4,NA,"long",34.16600449,-77.94528851
"City.of.Mebane.WWTP","PFOS",2019-07-09,11.4,NA,"long",36.08862094,-79.28544925
"City.of.Reidsville","PFOS",2019-07-09,17.3,NA,"long",36.3236797,-79.66750151
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFOSA",2019-07-09,NA,1.62,"long",34.16600449,-77.94528851
"Wilmington-James.A.Loughlin(Northside.WWTP","PFOSA",2019-07-09,NA,1.66,"long",34.26246994,-77.92142112
"City.of.Reidsville","PFOSA",2019-07-09,NA,2.57,"long",36.3236797,-79.66750151
"City.of.Mebane.WWTP","PFOSA",2019-07-09,NA,2.74,"long",36.08862094,-79.28544925
"Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFOSA",2019-07-09,NA,3,"long",35.67154993,-78.94119022
"City.of.Reidsville","PFPeA",2019-07-09,NA,2.54,"short",36.3236797,-79.66750151
"City.of.Mebane.WWTP","PFPeA",2019-07-09,NA,2.7,"short",36.08862094,-79.28544925
"Wilmington-James.A.Loughlin(Northside.WWTP","PFPeA",2019-07-09,15.6,NA,"short",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFPeA",2019-07-09,15.1,NA,"short",34.16600449,-77.94528851
"Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFPeA",2019-07-09,15,NA,"short",35.67154993,-78.94119022
"Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFPeS",2019-07-09,NA,1.1,"short",35.67154993,-78.94119022
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFPeS",2019-07-09,NA,1.63,"short",34.16600449,-77.94528851
"Wilmington-James.A.Loughlin(Northside.WWTP","PFPeS",2019-07-09,NA,1.68,"short",34.26246994,-77.92142112
"City.of.Reidsville","PFPeS",2019-07-09,NA,2.54,"short",36.3236797,-79.66750151
"City.of.Mebane.WWTP","PFPeS",2019-07-09,NA,2.7,"short",36.08862094,-79.28544925
"Wilmington-James.A.Loughlin(Northside.WWTP","PFPrOPrA",2019-07-09,10.5,NA,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFPrOPrA",2019-07-09,11.7,NA,"long",34.16600449,-77.94528851
"Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFTeA",2019-07-09,NA,1.2,"long",35.67154993,-78.94119022
"City.of.Reidsville","PFTeA",2019-07-09,NA,2.54,"long",36.3236797,-79.66750151
"City.of.Mebane.WWTP","PFTeA",2019-07-09,NA,2.7,"long",36.08862094,-79.28544925
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFTeA",2019-07-09,NA,8.69,"long",34.16600449,-77.94528851
"Wilmington-James.A.Loughlin(Northside.WWTP","PFTeA",2019-07-09,NA,8.93,"long",34.26246994,-77.92142112
"Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFTriA",2019-07-09,NA,1.2,"long",35.67154993,-78.94119022
"City.of.Reidsville","PFTriA",2019-07-09,NA,2.54,"long",36.3236797,-79.66750151
"City.of.Mebane.WWTP","PFTriA",2019-07-09,NA,2.7,"long",36.08862094,-79.28544925
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFTriA",2019-07-09,NA,8.69,"long",34.16600449,-77.94528851
"Wilmington-James.A.Loughlin(Northside.WWTP","PFTriA",2019-07-09,NA,8.93,"long",34.26246994,-77.92142112
"Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFUnA",2019-07-09,NA,1.2,"long",35.67154993,-78.94119022
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFUnA",2019-07-09,NA,1.74,"long",34.16600449,-77.94528851
"Wilmington-James.A.Loughlin(Northside.WWTP","PFUnA",2019-07-09,NA,1.79,"long",34.26246994,-77.92142112
"City.of.Reidsville","PFUnA",2019-07-09,NA,2.54,"long",36.3236797,-79.66750151
"City.of.Mebane.WWTP","PFUnA",2019-07-09,NA,2.7,"long",36.08862094,-79.28544925
"Town.of.Ramseur.WWTP","4.2",2019-07-08,NA,0.311,"short",35.72183182,-79.65364379
"Sanford-Big.Buffalo.Creek.WWTP","4.2",2019-07-08,NA,0.316,"short",35.54719755,-79.21987282
"Northeast.Brunswick.Regional","4.2",2019-07-08,NA,0.323,"short",34.27175034,-78.0055035
"North.Harnett.Regional","4.2",2019-07-08,NA,NA,"short",35.40727843,-78.8203801
"Town.of.Ramseur.WWTP","6.2",2019-07-08,NA,0.311,"short",35.72183182,-79.65364379
"Northeast.Brunswick.Regional","6.2",2019-07-08,0.944,NA,"short",34.27175034,-78.0055035
"North.Harnett.Regional","6.2",2019-07-08,NA,NA,"short",35.40727843,-78.8203801
"Sanford-Big.Buffalo.Creek.WWTP","6.2",2019-07-08,80,NA,"short",35.54719755,-79.21987282
"Town.of.Ramseur.WWTP","8.2",2019-07-08,NA,0.311,"long",35.72183182,-79.65364379
"Northeast.Brunswick.Regional","8.2",2019-07-08,1.67,NA,"long",34.27175034,-78.0055035
"North.Harnett.Regional","8.2",2019-07-08,NA,NA,"long",35.40727843,-78.8203801
"Sanford-Big.Buffalo.Creek.WWTP","8.2",2019-07-08,1.78,NA,"long",35.54719755,-79.21987282
"Town.of.Ramseur.WWTP","HFPO.DA",2019-07-08,NA,10.9,"long",35.72183182,-79.65364379
"Sanford-Big.Buffalo.Creek.WWTP","HFPO.DA",2019-07-08,NA,11.06,"long",35.54719755,-79.21987282
"Northeast.Brunswick.Regional","HFPO.DA",2019-07-08,NA,11.3,"long",34.27175034,-78.0055035
"City.of.Durham-South.Durham.Water.Reclamation","HFPO.DA",2019-07-08,NA,43.07,"long",35.90402079,-78.97846588
"North.Harnett.Regional","HFPO.DA",2019-07-08,NA,43.79,"long",35.40727843,-78.8203801
"Town.of.Ramseur.WWTP","N.EtFOSAA",2019-07-08,NA,0.311,"long",35.72183182,-79.65364379
"Sanford-Big.Buffalo.Creek.WWTP","N.EtFOSAA",2019-07-08,NA,0.316,"long",35.54719755,-79.21987282
"Northeast.Brunswick.Regional","N.EtFOSAA",2019-07-08,NA,0.323,"long",34.27175034,-78.0055035
"City.of.Durham-South.Durham.Water.Reclamation","N.EtFOSAA",2019-07-08,NA,1.23,"long",35.90402079,-78.97846588
