"Site","Sample.Date","Analyte","ppt","lab.qual","chain.length","lat","long"
"FallsLake@MthLittleLickCreeknearMarker#13",2018-10-25,"PFHxA",NA,41,"short",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-10-25,"PFHxS",NA,41,"long",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-10-25,"PFNA",NA,41,"long",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-10-25,"PFNS",NA,41,"long",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-10-25,"PFOA",NA,41,"long",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-10-25,"PFOS",NA,41,"long",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-10-25,"PFPeA",NA,41,"short",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-10-25,"PFPeS",NA,41,"short",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-10-25,"PFTriA",NA,41,"long",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-10-25,"PFUnA",NA,41,"long",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-11-29,"4.2",NA,41,"short",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-11-29,"6.2",NA,41,"short",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-11-29,"FOSA",NA,41,"long",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-11-29,"HFPO.DA",NA,41,"long",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-11-29,"NMeFOSAA",NA,41,"long",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-11-29,"PFBA",NA,41,"short",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-11-29,"PFBS",NA,41,"short",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-11-29,"PFDA",NA,41,"long",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-11-29,"PFDoA",NA,41,"long",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-11-29,"PFDS",NA,41,"long",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-11-29,"PFHpA",NA,41,"short",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-11-29,"PFHpS",NA,41,"long",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-11-29,"PFHxA",NA,41,"short",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-11-29,"PFHxS",NA,41,"long",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-11-29,"PFNA",NA,41,"long",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-11-29,"PFNS",NA,41,"long",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-11-29,"PFOA",NA,41,"long",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-11-29,"PFOS",NA,41,"long",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-11-29,"PFPeA",NA,41,"short",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-11-29,"PFPeS",NA,41,"short",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-11-29,"PFTriA",NA,41,"long",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-11-29,"PFUnA",NA,41,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-11-30,"4.2",NA,41,"short",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-11-30,"6.2",NA,41,"short",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-11-30,"FOSA",NA,41,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-11-30,"HFPO.DA",NA,41,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-11-30,"NMeFOSAA",NA,41,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-11-30,"PFBA",NA,41,"short",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-11-30,"PFBS",NA,41,"short",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-11-30,"PFDA",NA,41,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-11-30,"PFDoA",NA,41,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-11-30,"PFDS",NA,41,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-11-30,"PFHpA",NA,41,"short",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-11-30,"PFHpS",NA,41,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-11-30,"PFHxA",NA,41,"short",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-11-30,"PFHxS",NA,41,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-11-30,"PFNA",NA,41,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-11-30,"PFNS",NA,41,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-11-30,"PFOA",NA,41,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-11-30,"PFOS",NA,41,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-11-30,"PFPeA",NA,41,"short",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-11-30,"PFPeS",NA,41,"short",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-11-30,"PFTriA",NA,41,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-11-30,"PFUnA",NA,41,"long",NA,NA
"HAWRIVATSR1713NRBYNUM",2018-03-22,"4.2",NA,40,"short",NA,NA
"RamseurLake(SandyCreekRes)",2018-08-22,"HFPO.DA",NA,40,"long",NA,NA
"RamseurLake(SandyCreekRes)",2018-08-22,"4.2",NA,40,"short",NA,NA
"RamseurLake(SandyCreekRes)",2018-08-22,"6.2",NA,40,"short",NA,NA
"RamseurLake(SandyCreekRes)",2018-08-22,"8.2",NA,40,"long",NA,NA
"RamseurLake(SandyCreekRes)",2018-08-22,"FOSA",NA,40,"long",NA,NA
"RamseurLake(SandyCreekRes)",2018-08-22,"PFBA",NA,40,"short",NA,NA
"RamseurLake(SandyCreekRes)",2018-08-22,"PFBS",NA,40,"short",NA,NA
"RamseurLake(SandyCreekRes)",2018-08-22,"PFDA",NA,40,"long",NA,NA
"RamseurLake(SandyCreekRes)",2018-08-22,"PFDoA",NA,40,"long",NA,NA
"RamseurLake(SandyCreekRes)",2018-08-22,"PFDS",NA,40,"long",NA,NA
"RamseurLake(SandyCreekRes)",2018-08-22,"PFHpA",NA,40,"short",NA,NA
"RamseurLake(SandyCreekRes)",2018-08-22,"PFHpS",NA,40,"long",NA,NA
"RamseurLake(SandyCreekRes)",2018-08-22,"PFHxA",NA,40,"short",NA,NA
"RamseurLake(SandyCreekRes)",2018-08-22,"PFHxS",NA,40,"long",NA,NA
"RamseurLake(SandyCreekRes)",2018-08-22,"PFNA",NA,40,"long",NA,NA
"RamseurLake(SandyCreekRes)",2018-08-22,"PFNS",NA,40,"long",NA,NA
"RamseurLake(SandyCreekRes)",2018-08-22,"PFOA",NA,40,"long",NA,NA
"RamseurLake(SandyCreekRes)",2018-08-22,"PFOS",NA,40,"long",NA,NA
"RamseurLake(SandyCreekRes)",2018-08-22,"PFPeA",NA,40,"short",NA,NA
"RamseurLake(SandyCreekRes)",2018-08-22,"PFPeS",NA,40,"short",NA,NA
"RamseurLake(SandyCreekRes)",2018-08-22,"PFTriA",NA,40,"long",NA,NA
"RamseurLake(SandyCreekRes)",2018-08-22,"PFUnA",NA,40,"long",NA,NA
"FlatRiver@SR1004",2018-12-17,"4.2",NA,40,"short",NA,NA
"FlatRiver@SR1004",2018-12-17,"6.2",NA,40,"short",NA,NA
"FlatRiver@SR1004",2018-12-17,"FOSA",NA,40,"long",NA,NA
"FlatRiver@SR1004",2018-12-17,"HFPO.DA",NA,40,"long",NA,NA
"FlatRiver@SR1004",2018-12-17,"PFBA",NA,40,"short",NA,NA
"FlatRiver@SR1004",2018-12-17,"PFBS",NA,40,"short",NA,NA
"FlatRiver@SR1004",2018-12-17,"PFDA",NA,40,"long",NA,NA
"FlatRiver@SR1004",2018-12-17,"PFDoA",NA,40,"long",NA,NA
"FlatRiver@SR1004",2018-12-17,"PFDS",NA,40,"long",NA,NA
"FlatRiver@SR1004",2018-12-17,"PFHpA",NA,40,"short",NA,NA
"FlatRiver@SR1004",2018-12-17,"PFHpS",NA,40,"long",NA,NA
"FlatRiver@SR1004",2018-12-17,"PFHxA",NA,40,"short",NA,NA
"FlatRiver@SR1004",2018-12-17,"PFHxS",NA,40,"long",NA,NA
"FlatRiver@SR1004",2018-12-17,"PFNA",NA,40,"long",NA,NA
"FlatRiver@SR1004",2018-12-17,"PFNS",NA,40,"long",NA,NA
"FlatRiver@SR1004",2018-12-17,"PFOA",NA,40,"long",NA,NA
"FlatRiver@SR1004",2018-12-17,"PFOS",NA,40,"long",NA,NA
"FlatRiver@SR1004",2018-12-17,"PFPeA",NA,40,"short",NA,NA
"FlatRiver@SR1004",2018-12-17,"PFPeS",NA,40,"short",NA,NA
"FlatRiver@SR1004",2018-12-17,"PFTriA",NA,40,"long",NA,NA
"EllerbeCreek@SR1636",2018-12-17,"4.2",NA,40,"short",NA,NA
"EllerbeCreek@SR1636",2018-12-17,"6.2",NA,40,"short",NA,NA
"EllerbeCreek@SR1636",2018-12-17,"FOSA",NA,40,"long",NA,NA
"EllerbeCreek@SR1636",2018-12-17,"HFPO.DA",NA,40,"long",NA,NA
"EllerbeCreek@SR1636",2018-12-17,"PFBA",NA,40,"short",NA,NA
"EllerbeCreek@SR1636",2018-12-17,"PFBS",NA,40,"short",NA,NA
"EllerbeCreek@SR1636",2018-12-17,"PFDA",NA,40,"long",NA,NA
"EllerbeCreek@SR1636",2018-12-17,"PFDoA",NA,40,"long",NA,NA
"EllerbeCreek@SR1636",2018-12-17,"PFDS",NA,40,"long",NA,NA
"EllerbeCreek@SR1636",2018-12-17,"PFHpA",NA,40,"short",NA,NA
"EllerbeCreek@SR1636",2018-12-17,"PFHpS",NA,40,"long",NA,NA
"EllerbeCreek@SR1636",2018-12-17,"PFHxA",NA,40,"short",NA,NA
"EllerbeCreek@SR1636",2018-12-17,"PFHxS",NA,40,"long",NA,NA
"EllerbeCreek@SR1636",2018-12-17,"PFNA",NA,40,"long",NA,NA
"EllerbeCreek@SR1636",2018-12-17,"PFNS",NA,40,"long",NA,NA
"EllerbeCreek@SR1636",2018-12-17,"PFOA",NA,40,"long",NA,NA
"EllerbeCreek@SR1636",2018-12-17,"PFPeA",NA,40,"short",NA,NA
"EllerbeCreek@SR1636",2018-12-17,"PFPeS",NA,40,"short",NA,NA
"EllerbeCreek@SR1636",2018-12-17,"PFTriA",NA,40,"long",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-12-17,"4.2",NA,40,"short",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-12-17,"6.2",NA,40,"short",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-12-17,"FOSA",NA,40,"long",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-12-17,"HFPO.DA",NA,40,"long",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-12-17,"PFBA",NA,40,"short",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-12-17,"PFBS",NA,40,"short",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-12-17,"PFDA",NA,40,"long",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-12-17,"PFDoA",NA,40,"long",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-12-17,"PFDS",NA,40,"long",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-12-17,"PFHpA",NA,40,"short",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-12-17,"PFHpS",NA,40,"long",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-12-17,"PFHxA",NA,40,"short",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-12-17,"PFHxS",NA,40,"long",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-12-17,"PFNA",NA,40,"long",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-12-17,"PFNS",NA,40,"long",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-12-17,"PFOA",NA,40,"long",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-12-17,"PFOS",NA,40,"long",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-12-17,"PFPeA",NA,40,"short",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-12-17,"PFPeS",NA,40,"short",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-12-17,"PFTriA",NA,40,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-12-17,"4.2",NA,40,"short",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-12-17,"6.2",NA,40,"short",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-12-17,"FOSA",NA,40,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-12-17,"HFPO.DA",NA,40,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-12-17,"PFBA",NA,40,"short",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-12-17,"PFBS",NA,40,"short",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-12-17,"PFDA",NA,40,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-12-17,"PFDoA",NA,40,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-12-17,"PFDS",NA,40,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-12-17,"PFHpA",NA,40,"short",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-12-17,"PFHpS",NA,40,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-12-17,"PFHxA",NA,40,"short",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-12-17,"PFHxS",NA,40,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-12-17,"PFNA",NA,40,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-12-17,"PFNS",NA,40,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-12-17,"PFOA",NA,40,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-12-17,"PFOS",NA,40,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-12-17,"PFPeA",NA,40,"short",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-12-17,"PFPeS",NA,40,"short",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-12-17,"PFTriA",NA,40,"long",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-12-17,"4.2",NA,40,"short",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-12-17,"6.2",NA,40,"short",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-12-17,"FOSA",NA,40,"long",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-12-17,"HFPO.DA",NA,40,"long",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-12-17,"PFBA",NA,40,"short",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-12-17,"PFBS",NA,40,"short",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-12-17,"PFDA",NA,40,"long",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-12-17,"PFDoA",NA,40,"long",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-12-17,"PFDS",NA,40,"long",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-12-17,"PFHpA",NA,40,"short",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-12-17,"PFHpS",NA,40,"long",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-12-17,"PFHxA",NA,40,"short",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-12-17,"PFHxS",NA,40,"long",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-12-17,"PFNA",NA,40,"long",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-12-17,"PFNS",NA,40,"long",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-12-17,"PFOA",NA,40,"long",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-12-17,"PFOS",NA,40,"long",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-12-17,"PFPeA",NA,40,"short",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-12-17,"PFPeS",NA,40,"short",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-12-17,"PFTriA",NA,40,"long",NA,NA
"JORDANLAKEATNARROWSNEARBONSAL",2018-06-13,"PFPeA",NA,40,"short",NA,NA
"KnapofReedsCreek",2018-08-16,"HFPO.DA",NA,40,"long",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-08-16,"HFPO.DA",NA,40,"long",NA,NA
"HAWRIVATSR1713NRBYNUM",2018-03-22,"PFTriA",NA,40,"long",NA,NA
"THIRDFORKCRKATNC54NRDURHAM",2018-03-22,"PFTriA",NA,40,"long",NA,NA
"NEWHOPECRKATSR1107NRBLANDS",2018-03-22,"PFTriA",NA,40,"long",NA,NA
"NORTHEASTCRKATSR1100NRNELSON",2018-03-22,"PFTriA",NA,40,"long",NA,NA
"PHILSCRKNRCAVANDER",2018-03-22,"PFTriA",NA,40,"long",NA,NA
"MORGANCRKATSR1726NRFARRINGTON",2018-03-22,"PFTriA",NA,40,"long",NA,NA
"MORGANCRKATSR1726NRFARRINGTON",2018-01-03,"PFTriA",NA,40,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-01-03,"PFTriA",NA,40,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-01-03,"PFTriA",NA,40,"long",NA,NA
"CaneCreekReservoiratDamnrOaks,NC",2018-05-03,"NMeFOSAA",NA,40,"long",NA,NA
"FlatRiver@SR1004",2018-08-16,"PFBS",NA,40,"short",NA,NA
"CaneCreekReservoiratDamnrOaks,NC",2018-05-03,"PFDS",NA,40,"long",NA,NA
"FlatRiver@SR1004",2018-08-16,"PFHxS",NA,40,"long",NA,NA
"KnapofReedsCreek",2018-08-16,"PFBS",NA,40,"short",NA,NA
"KnapofReedsCreek",2018-08-16,"PFHxS",NA,40,"long",NA,NA
"EllerbeCreek@SR1636",2018-08-16,"PFBS",NA,40,"short",NA,NA
"EllerbeCreek@SR1636",2018-08-16,"PFHxS",NA,40,"long",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-08-16,"PFBS",NA,40,"short",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-08-16,"PFHxS",NA,40,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-08-16,"PFBS",NA,40,"short",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-08-16,"PFHxS",NA,40,"long",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-08-16,"PFBS",NA,40,"short",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-08-16,"PFHxS",NA,40,"long",NA,NA
"HAWRIVATSR1713NRBYNUM",2018-03-22,"PFDS",NA,40,"long",NA,NA
"THIRDFORKCRKATNC54NRDURHAM",2018-03-22,"PFDS",NA,40,"long",NA,NA
"NEWHOPECRKATSR1107NRBLANDS",2018-03-22,"PFDS",NA,40,"long",NA,NA
"NORTHEASTCRKATSR1100NRNELSON",2018-03-22,"PFDS",NA,40,"long",NA,NA
"PHILSCRKNRCAVANDER",2018-03-22,"PFDS",NA,40,"long",NA,NA
"MORGANCRKATSR1726NRFARRINGTON",2018-03-22,"PFDS",NA,40,"long",NA,NA
"MORGANCRKATSR1726NRFARRINGTON",2018-01-03,"PFHpS",NA,40,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-01-03,"PFHpS",NA,40,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-01-03,"PFHpS",NA,40,"long",NA,NA
"NORTHEASTCRKATSR1100NRNELSON",2018-05-09,"PFHpS",NA,40,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-05-09,"PFHpS",NA,40,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-05-09,"PFHpS",NA,40,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-05-09,"PFHpS",NA,40,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-05-09,"PFHpS",NA,40,"long",NA,NA
"CaneCreekReservoiratDamnrOaks,NC",2018-05-03,"FOSA",NA,40,"long",NA,NA
"NEWHOPECRKATSR1107NRBLANDS",2018-02-21,"6.2",NA,40,"short",NA,NA
"NEWHOPECRKATSR1107NRBLANDS",2018-02-21,"PFDS",NA,40,"long",NA,NA
"NORTHEASTCRKATSR1100NRNELSON",2018-02-21,"6.2",NA,40,"short",NA,NA
"NORTHEASTCRKATSR1100NRNELSON",2018-02-21,"PFDS",NA,40,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-02-21,"6.2",NA,40,"short",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-02-21,"PFDS",NA,40,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-02-21,"6.2",NA,40,"short",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-02-21,"PFDS",NA,40,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-02-21,"6.2",NA,40,"short",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-02-21,"PFDS",NA,40,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-02-21,"6.2",NA,40,"short",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-02-21,"PFDS",NA,40,"long",NA,NA
"THIRDFORKCRKATNC54NRDURHAM",2018-04-11,"PFDoA",NA,40,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-07-26,"8.2",NA,40,"long",NA,NA
"HAWRIVATSR1713NRBYNUM",2018-03-22,"6.2",NA,40,"short",NA,NA
"HAWRIVATSR1713NRBYNUM",2018-03-22,"8.2",NA,40,"long",NA,NA
"HAWRIVATSR1713NRBYNUM",2018-03-22,"FOSA",NA,40,"long",NA,NA
"HAWRIVATSR1713NRBYNUM",2018-03-22,"HFPO.DA",NA,40,"long",NA,NA
"HAWRIVATSR1713NRBYNUM",2018-03-22,"NMeFOSAA",NA,40,"long",NA,NA
"HAWRIVATSR1713NRBYNUM",2018-03-22,"PFBA",NA,40,"short",NA,NA
"HAWRIVATSR1713NRBYNUM",2018-03-22,"PFBS",NA,40,"short",NA,NA
"HAWRIVATSR1713NRBYNUM",2018-03-22,"PFDA",NA,40,"long",NA,NA
"HAWRIVATSR1713NRBYNUM",2018-03-22,"PFDoA",NA,40,"long",NA,NA
"HAWRIVATSR1713NRBYNUM",2018-03-22,"PFHpS",NA,40,"long",NA,NA
"HAWRIVATSR1713NRBYNUM",2018-03-22,"PFHxA",NA,40,"short",NA,NA
"HAWRIVATSR1713NRBYNUM",2018-03-22,"PFHxS",NA,40,"long",NA,NA
"HAWRIVATSR1713NRBYNUM",2018-03-22,"PFNA",NA,40,"long",NA,NA
"HAWRIVATSR1713NRBYNUM",2018-03-22,"PFNS",NA,40,"long",NA,NA
"HAWRIVATSR1713NRBYNUM",2018-03-22,"PFOA",NA,40,"long",NA,NA
"HAWRIVATSR1713NRBYNUM",2018-03-22,"PFOS",NA,40,"long",NA,NA
"HAWRIVATSR1713NRBYNUM",2018-03-22,"PFPeA",NA,40,"short",NA,NA
"HAWRIVATSR1713NRBYNUM",2018-03-22,"PFPeS",NA,40,"short",NA,NA
"HAWRIVATSR1713NRBYNUM",2018-03-22,"PFUnA",NA,40,"long",NA,NA
"HAWRIVATSR1713NRBYNUM",2018-06-13,"4.2",NA,40,"short",NA,NA
"HAWRIVATSR1713NRBYNUM",2018-06-13,"FOSA",NA,40,"long",NA,NA
"HAWRIVATSR1713NRBYNUM",2018-06-13,"HFPO.DA",NA,40,"long",NA,NA
"HAWRIVATSR1713NRBYNUM",2018-06-13,"PFBS",NA,40,"short",NA,NA
"HAWRIVATSR1713NRBYNUM",2018-06-13,"PFDoA",NA,40,"long",NA,NA
"HAWRIVATSR1713NRBYNUM",2018-06-13,"PFDS",NA,40,"long",NA,NA
"HAWRIVATSR1713NRBYNUM",2018-06-13,"PFHpS",NA,40,"long",NA,NA
"HAWRIVATSR1713NRBYNUM",2018-06-13,"PFHxS",NA,40,"long",NA,NA
"HAWRIVATSR1713NRBYNUM",2018-06-13,"PFNA",NA,40,"long",NA,NA
"HAWRIVATSR1713NRBYNUM",2018-06-13,"PFNS",NA,40,"long",NA,NA
"HAWRIVATSR1713NRBYNUM",2018-06-13,"PFPeS",NA,40,"short",NA,NA
"HAWRIVATSR1713NRBYNUM",2018-06-13,"PFTriA",NA,40,"long",NA,NA
"HAWRIVATSR1713NRBYNUM",2018-06-13,"PFUnA",NA,40,"long",NA,NA
"THIRDFORKCRKATNC54NRDURHAM",2018-03-22,"4.2",NA,40,"short",NA,NA
"THIRDFORKCRKATNC54NRDURHAM",2018-03-22,"6.2",NA,40,"short",NA,NA
"THIRDFORKCRKATNC54NRDURHAM",2018-03-22,"8.2",NA,40,"long",NA,NA
"THIRDFORKCRKATNC54NRDURHAM",2018-03-22,"FOSA",NA,40,"long",NA,NA
"THIRDFORKCRKATNC54NRDURHAM",2018-03-22,"HFPO.DA",NA,40,"long",NA,NA
"THIRDFORKCRKATNC54NRDURHAM",2018-03-22,"NMeFOSAA",NA,40,"long",NA,NA
"THIRDFORKCRKATNC54NRDURHAM",2018-03-22,"PFBA",NA,40,"short",NA,NA
"THIRDFORKCRKATNC54NRDURHAM",2018-03-22,"PFBS",NA,40,"short",NA,NA
"THIRDFORKCRKATNC54NRDURHAM",2018-03-22,"PFDA",NA,40,"long",NA,NA
"THIRDFORKCRKATNC54NRDURHAM",2018-03-22,"PFDoA",NA,40,"long",NA,NA
"THIRDFORKCRKATNC54NRDURHAM",2018-03-22,"PFHpA",NA,40,"short",NA,NA
"THIRDFORKCRKATNC54NRDURHAM",2018-03-22,"PFHpS",NA,40,"long",NA,NA
"THIRDFORKCRKATNC54NRDURHAM",2018-03-22,"PFHxA",NA,40,"short",NA,NA
"THIRDFORKCRKATNC54NRDURHAM",2018-03-22,"PFHxS",NA,40,"long",NA,NA
"THIRDFORKCRKATNC54NRDURHAM",2018-03-22,"PFNA",NA,40,"long",NA,NA
"THIRDFORKCRKATNC54NRDURHAM",2018-03-22,"PFNS",NA,40,"long",NA,NA
"THIRDFORKCRKATNC54NRDURHAM",2018-03-22,"PFOA",NA,40,"long",NA,NA
"THIRDFORKCRKATNC54NRDURHAM",2018-03-22,"PFOS",NA,40,"long",NA,NA
"THIRDFORKCRKATNC54NRDURHAM",2018-03-22,"PFPeA",NA,40,"short",NA,NA
