Type,Site,Analyte,Sample.Date,ppt,lab.qual,limit
Source,Fall Lake @ I-85 near Northside NC,PFUdA,12/17/2018,,H-7 J O U,82
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,HFPO-DA (GenX),7/26/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,NMeFOSAA,7/26/2018,,U,80
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFBA,7/26/2018,,U,160
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFBS,7/26/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFDA,7/26/2018,,U,80
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFDoA,7/26/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFDS,7/26/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFHpA,7/26/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFHpS,7/26/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFHxA,7/26/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFHxS,7/26/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFNA,7/26/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFNS,7/26/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFOA,7/26/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFOS,7/26/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFPeA,7/26/2018,,U,40
Source,MORGAN CRK AT SR 1726 NR FARRINGTON,4:2FTS,3/22/2018,,U,40
Source,MORGAN CRK AT SR 1726 NR FARRINGTON,6:2FTS,3/22/2018,,U,40
Source,MORGAN CRK AT SR 1726 NR FARRINGTON,8:2FTS,3/22/2018,,U,40
Source,MORGAN CRK AT SR 1726 NR FARRINGTON,FOSA,3/22/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFPeS,7/26/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFTrDA,7/26/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFUdA,7/26/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,HFPO-DA (GenX),8/16/2018,,U,37
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,NMeFOSAA,8/16/2018,,J O QC-3 U,75
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFBA,8/16/2018,,J O QC-3 U,75
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFBS,8/16/2018,,J O QC-3 U,37
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFDA,8/16/2018,,U,37
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFDoA,8/16/2018,,U,37
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFDS,8/16/2018,,U,37
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFHpA,8/16/2018,,U,37
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFHpS,8/16/2018,,U,37
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFHxA,8/16/2018,,U,75
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFHxS,8/16/2018,,J O QC-3 U,37
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFNA,8/16/2018,,U,37
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFNS,8/16/2018,,U,37
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFOA,8/16/2018,,U,37
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFOS,8/16/2018,,U,75
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFPeA,8/16/2018,,U,75
Source,JORDAN LAKE AT MOUTH OF NEW HOPE CREEK,4:2FTS,3/22/2018,,U,38
Source,JORDAN LAKE AT MOUTH OF NEW HOPE CREEK,6:2FTS,3/22/2018,,U,38
Source,JORDAN LAKE AT MOUTH OF NEW HOPE CREEK,8:2FTS,3/22/2018,,U,38
Source,JORDAN LAKE AT MOUTH OF NEW HOPE CREEK,FOSA,3/22/2018,,U,38
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFPeA,8/16/2018,,U,75
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFPeS,8/16/2018,,U,37
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFTrDA,8/16/2018,,J O QC-3 QC-5 U,75
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFUdA,8/16/2018,,U,37
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,HFPO-DA (GenX),10/25/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,NMeFOSAA,10/25/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFBA,10/25/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFBS,10/25/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFDA,10/25/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFDoA,10/25/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFDS,10/25/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFHpA,10/25/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFHpS,10/25/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFHxA,10/25/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFHxS,10/25/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFNA,10/25/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFNS,10/25/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFOA,10/25/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFOS,10/25/2018,,U,40
Source,JORDAN LAKE NEAR FARRINGTON NC,4:2FTS,3/22/2018,,U,37
Source,JORDAN LAKE NEAR FARRINGTON NC,6:2FTS,3/22/2018,,U,37
Source,JORDAN LAKE NEAR FARRINGTON NC,8:2FTS,3/22/2018,,U,37
Source,JORDAN LAKE NEAR FARRINGTON NC,FOSA,3/22/2018,,U,37
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFPeA,10/25/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFPeS,10/25/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFTrDA,10/25/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFUdA,10/25/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,HFPO-DA (GenX),11/30/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,NMeFOSAA,11/30/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFBA,11/30/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFBS,11/30/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFDA,11/30/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFDoA,11/30/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFDS,11/30/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFHpA,11/30/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFHpS,11/30/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFHxA,11/30/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFHxS,11/30/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFNA,11/30/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFNS,11/30/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFOA,11/30/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFOS,11/30/2018,,U,40
Source,PHILS CRK NR CAVANDER,4:2FTS,3/22/2018,,U,40
Source,PHILS CRK NR CAVANDER,6:2FTS,3/22/2018,,U,40
Source,PHILS CRK NR CAVANDER,8:2FTS,3/22/2018,,U,40
Source,PHILS CRK NR CAVANDER,FOSA,3/22/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFPeA,11/30/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFPeS,11/30/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFTrDA,11/30/2018,,U,40
Source,Falls Lake @ Channel Marker #6 near Bayleaf NC,PFUdA,11/30/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,HFPO-DA (GenX),7/26/2018,,U,39
Source,Falls Lake @ Marker #1 near Bayleaf NC,NMeFOSAA,7/26/2018,,U,79
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFBA,7/26/2018,,U,160
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFBS,7/26/2018,,U,39
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFDA,7/26/2018,,J O QS-3 U,79
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFDoA,7/26/2018,,U,39
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFDS,7/26/2018,,U,39
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFHpA,7/26/2018,,U,39
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFHpS,7/26/2018,,U,39
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFHxA,7/26/2018,,U,39
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFHxS,7/26/2018,,U,39
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFNA,7/26/2018,,U,39
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFNS,7/26/2018,,U,39
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFOA,7/26/2018,,U,39
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFOS,7/26/2018,,U,39
Source,HAW RIV AT SR 1713 NR BYNUM,4:2FTS,3/22/2018,,U,40+E67E48:F77
Source,HAW RIV AT SR 1713 NR BYNUM,6:2FTS,3/22/2018,,U,40
Source,HAW RIV AT SR 1713 NR BYNUM,8:2FTS,3/22/2018,,U,40
Source,HAW RIV AT SR 1713 NR BYNUM,FOSA,3/22/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFPeA,7/26/2018,,U,39
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFPeS,7/26/2018,,U,39
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFTrDA,7/26/2018,,U,39
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFUdA,7/26/2018,,U,39
Source,Falls Lake @ Marker #1 near Bayleaf NC,HFPO-DA (GenX),8/16/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,NMeFOSAA,8/16/2018,,J O QC-3 U,80
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFBA,8/16/2018,,J O QC-3 U,80
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFBS,8/16/2018,,J O QC-3 U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFDA,8/16/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFDoA,8/16/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFDS,8/16/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFHpA,8/16/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFHpS,8/16/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFHxA,8/16/2018,,U,80
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFHxS,8/16/2018,,J O QC-3 U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFNA,8/16/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFNS,8/16/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFOA,8/16/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFOS,8/16/2018,,U,80
Source,JORDAN LAKE ABOVE STINKING CREEK NR PITTSBORO NC,4:2FTS,3/22/2018,,U,38
Source,JORDAN LAKE ABOVE STINKING CREEK NR PITTSBORO NC,6:2FTS,3/22/2018,,U,38
Source,JORDAN LAKE ABOVE STINKING CREEK NR PITTSBORO NC,8:2FTS,3/22/2018,,U,38
Source,JORDAN LAKE ABOVE STINKING CREEK NR PITTSBORO NC,FOSA,3/22/2018,,U,38
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFPeA,8/16/2018,,U,80
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFPeA,8/16/2018,,U,80
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFPeS,8/16/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFTrDA,8/16/2018,,J O QC-3 QC-5 U,80
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFUdA,8/16/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,HFPO-DA (GenX),10/25/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,NMeFOSAA,10/25/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFBA,10/25/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFBS,10/25/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFDA,10/25/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFDoA,10/25/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFDS,10/25/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFHpA,10/25/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFHpS,10/25/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFHxA,10/25/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFHxS,10/25/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFNA,10/25/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFNS,10/25/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFOA,10/25/2018,,U,40
Source,JORDAN LAKE AT NARROWS NEAR BONSAL,4:2FTS,3/22/2018,,U,39
Source,JORDAN LAKE AT NARROWS NEAR BONSAL,6:2FTS,3/22/2018,,U,39
Source,JORDAN LAKE AT NARROWS NEAR BONSAL,8:2FTS,3/22/2018,,U,39
Source,JORDAN LAKE AT NARROWS NEAR BONSAL,FOSA,3/22/2018,,U,39
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFOS,10/25/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFPeA,10/25/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFPeS,10/25/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFTrDA,10/25/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFUdA,10/25/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,HFPO-DA (GenX),11/30/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,NMeFOSAA,11/30/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFBA,11/30/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFBS,11/30/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFDA,11/30/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFDoA,11/30/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFDS,11/30/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFHpA,11/30/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFHpS,11/30/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFHxA,11/30/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFHxS,11/30/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFNA,11/30/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFNS,11/30/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFOA,11/30/2018,,U,40
Source,HAW RIV BELOW JORDAN DAM NR MONCURE,4:2FTS,3/22/2018,,U,39
Source,HAW RIV BELOW JORDAN DAM NR MONCURE,6:2FTS,3/22/2018,,U,39
Source,HAW RIV BELOW JORDAN DAM NR MONCURE,8:2FTS,3/22/2018,,U,39
Source,HAW RIV BELOW JORDAN DAM NR MONCURE,FOSA,3/22/2018,,U,39
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFOS,11/30/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFPeA,11/30/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFPeS,11/30/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFTrDA,11/30/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFUdA,11/30/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,HFPO-DA (GenX),12/17/2018,,H-7 J O U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,NMeFOSAA,12/17/2018,,H-7 J O U,160
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFBA,12/17/2018,,H-7 J O U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFBS,12/17/2018,,H-7 J O U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFDA,12/17/2018,,H-7 J O U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFDoA,12/17/2018,,H-7 J O U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFDS,12/17/2018,,H-7 J O U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFHpA,12/17/2018,,H-7 J O U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFHpS,12/17/2018,,H-7 J O U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFHxA,12/17/2018,,H-7 J O U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFHxS,12/17/2018,,H-7 J O U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFNA,12/17/2018,,H-7 J O U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFNS,12/17/2018,,H-7 J O U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFOA,12/17/2018,,H-7 J O U,40
Source,THIRD FORK CRK AT NC 54 NR DURHAM,4:2FTS,4/11/2018,,U,40
Source,THIRD FORK CRK AT NC 54 NR DURHAM,6:2FTS,4/11/2018,,U,160
Source,THIRD FORK CRK AT NC 54 NR DURHAM,8:2FTS,4/11/2018,,U,40
Source,THIRD FORK CRK AT NC 54 NR DURHAM,FOSA,4/11/2018,,U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFOS,12/17/2018,,H-7 J O U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFPeA,12/17/2018,,H-7 J O U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFPeS,12/17/2018,,H-7 J O U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFTrDA,12/17/2018,,H-7 J O U,40
Source,Falls Lake @ Marker #1 near Bayleaf NC,PFUdA,12/17/2018,,H-7 J O U,80
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,HFPO-DA (GenX),7/26/2018,,U,39
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,NMeFOSAA,7/26/2018,,U,79
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFBA,7/26/2018,,U,160
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFBS,7/26/2018,,U,39
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFDA,7/26/2018,,U,79
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFDoA,7/26/2018,,U,39
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFDS,7/26/2018,,U,39
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFHpA,7/26/2018,,U,39
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFHpS,7/26/2018,,U,39
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFHxA,7/26/2018,,U,39
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFHxS,7/26/2018,,U,39
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFNA,7/26/2018,,U,39
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFNS,7/26/2018,,U,39
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFOA,7/26/2018,,U,39
Source,NEW HOPE CRK AT SR 1107 NR BLANDS,4:2FTS,4/11/2018,,U,41
Source,NEW HOPE CRK AT SR 1107 NR BLANDS,6:2FTS,4/11/2018,,U,160
Source,NEW HOPE CRK AT SR 1107 NR BLANDS,8:2FTS,4/11/2018,,U,41
Source,NEW HOPE CRK AT SR 1107 NR BLANDS,FOSA,4/11/2018,,U,41
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFOS,7/26/2018,,U,39
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFPeA,7/26/2018,,U,39
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFPeS,7/26/2018,,U,39
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFTrDA,7/26/2018,,U,39
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFUdA,7/26/2018,,U,39
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,HFPO-DA (GenX),8/16/2018,,U,40
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,NMeFOSAA,8/16/2018,,J O QC-3 U,80
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFBA,8/16/2018,,J O QC-3 U,80
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFBS,8/16/2018,,J O QC-3 U,40
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFDA,8/16/2018,,U,40
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFDoA,8/16/2018,,U,40
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFDS,8/16/2018,,U,40
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFHpA,8/16/2018,,U,40
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFHpS,8/16/2018,,U,40
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFHxA,8/16/2018,,U,80
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFHxS,8/16/2018,,J O QC-3 U,40
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFNA,8/16/2018,,U,40
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFNS,8/16/2018,,U,40
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFOA,8/16/2018,,U,40
Source,NORTHEAST CRK AT SR 1100 NR NELSON,4:2FTS,4/11/2018,,U,40
Source,NORTHEAST CRK AT SR 1100 NR NELSON,6:2FTS,4/11/2018,,U,160
Source,NORTHEAST CRK AT SR 1100 NR NELSON,8:2FTS,4/11/2018,,U,40
Source,NORTHEAST CRK AT SR 1100 NR NELSON,FOSA,4/11/2018,,U,40
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFOS,8/16/2018,,J O Q-2,24
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFPeA,8/16/2018,,U,80
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFPeA,8/16/2018,,U,80
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFPeS,8/16/2018,,U,40
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFTrDA,8/16/2018,,J O QC-3 QC-5 U,80
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFUdA,8/16/2018,,U,40
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,HFPO-DA (GenX),10/25/2018,,U,40
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,NMeFOSAA,10/25/2018,,U,40
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFBA,10/25/2018,,U,40
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFBS,10/25/2018,,U,40
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFDA,10/25/2018,,U,40
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFDoA,10/25/2018,,U,40
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFDS,10/25/2018,,U,40
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFHpA,10/25/2018,,U,40
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFHpS,10/25/2018,,U,40
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFHxA,10/25/2018,,U,40
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFHxS,10/25/2018,,U,40
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFNA,10/25/2018,,U,40
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFNS,10/25/2018,,U,40
Source,JORDAN LAKE AT MOUTH OF WHITE OAK CREEK NR SEAFORTH,4:2FTS,4/11/2018,,U,41
Source,JORDAN LAKE AT MOUTH OF WHITE OAK CREEK NR SEAFORTH,6:2FTS,4/11/2018,,U,160
Source,JORDAN LAKE AT MOUTH OF WHITE OAK CREEK NR SEAFORTH,8:2FTS,4/11/2018,,U,41
Source,JORDAN LAKE AT MOUTH OF WHITE OAK CREEK NR SEAFORTH,FOSA,4/11/2018,,U,41
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFOA,10/25/2018,,U,40
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFOS,10/25/2018,,U,40
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFPeA,10/25/2018,,U,40
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFPeS,10/25/2018,,U,40
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFTrDA,10/25/2018,,U,40
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFUdA,10/25/2018,,U,40
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,HFPO-DA (GenX),11/30/2018,,U,41
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,NMeFOSAA,11/30/2018,,U,41
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFBA,11/30/2018,,U,41
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFBS,11/30/2018,,U,41
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFDA,11/30/2018,,U,41
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFDoA,11/30/2018,,U,41
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFDS,11/30/2018,,U,41
Source,Falls Lake @ Mouth Ledge Creek near Creedmoor NC,PFHpA,11/30/2018,,U,41
