Type,Site,Analyte,Sample.Date,ppt,lab.qual,limit
WWTP,Cit.of.Clinton-Norman.H.Larkins.WWTP,PFOS,8/7/2019,2.54,,
WWTP,Cit.of.Clinton-Norman.H.Larkins.WWTP,Sum(PFOA+PFOS),8/7/2019,5,,
WWTP,Cit.of.Clinton-Norman.H.Larkins.WWTP,Total.PFAS,8/7/2019,29.51,,
WWTP,Greensboro-TZ.Osborne.WRF,PFBA,8/7/2019,27.3,,
WWTP,Greensboro-TZ.Osborne.WRF,PFBS,8/7/2019,39.3,,
WWTP,Greensboro-TZ.Osborne.WRF,PFDS,8/7/2019,,U,10.2
WWTP,Greensboro-TZ.Osborne.WRF,PFDA,8/7/2019,,U,10.2
WWTP,Greensboro-TZ.Osborne.WRF,PFDoA,8/7/2019,,U,10.2
WWTP,Greensboro-TZ.Osborne.WRF,PFHpS,8/7/2019,,U,10.2
WWTP,Greensboro-TZ.Osborne.WRF,PFHpA,8/7/2019,22.3,,
WWTP,Greensboro-TZ.Osborne.WRF,PFHxS,8/7/2019,19.6,,
WWTP,Greensboro-TZ.Osborne.WRF,PFHxA,8/7/2019,54.6,,
WWTP,Greensboro-TZ.Osborne.WRF,PFNS,8/7/2019,,U,10.2
WWTP,Greensboro-TZ.Osborne.WRF,PFNA,8/7/2019,,U,10.2
WWTP,Greensboro-TZ.Osborne.WRF,PFOSA,8/7/2019,,U,10.2
WWTP,Greensboro-TZ.Osborne.WRF,N-EtFOSAA,8/7/2019,,U,18
WWTP,Greensboro-TZ.Osborne.WRF,N-MeFOSAA,8/7/2019,,U,18
WWTP,Greensboro-TZ.Osborne.WRF,PFPeS,8/7/2019,,U,10.2
WWTP,Greensboro-TZ.Osborne.WRF,PFPeA,8/7/2019,66.9,,
WWTP,Greensboro-TZ.Osborne.WRF,PFTeA,8/7/2019,,U,10.2
WWTP,Greensboro-TZ.Osborne.WRF,PFTriA,8/7/2019,,U,10.2
WWTP,Greensboro-TZ.Osborne.WRF,PFUnA,8/7/2019,,U,10.2
WWTP,Greensboro-TZ.Osborne.WRF,PFOA,8/7/2019,24.7,,
WWTP,Greensboro-TZ.Osborne.WRF,PFOS,8/7/2019,36.2,,
WWTP,Greensboro-TZ.Osborne.WRF,Sum(PFOA+PFOS),8/7/2019,60.9,,
WWTP,Greensboro-TZ.Osborne.WRF,Total.PFAS,8/7/2019,290.9,,
WWTP,City.of.Reidsville,PFBA,8/7/2019,,U,11.1
WWTP,City.of.Reidsville,PFBS,8/7/2019,,U,11.1
WWTP,City.of.Reidsville,PFDS,8/7/2019,,U,11.1
WWTP,City.of.Reidsville,PFDA,8/7/2019,,U,11.1
WWTP,City.of.Reidsville,PFDoA,8/7/2019,,U,11.1
WWTP,City.of.Reidsville,PFHpS,8/7/2019,,U,11.1
WWTP,City.of.Reidsville,PFHpA,8/7/2019,,U,11.1
WWTP,City.of.Reidsville,PFHxS,8/7/2019,,U,11.1
WWTP,City.of.Reidsville,PFHxA,8/7/2019,29.5,,
WWTP,City.of.Reidsville,PFNS,8/7/2019,,U,11.1
WWTP,City.of.Reidsville,PFNA,8/7/2019,,U,11.1
WWTP,City.of.Reidsville,PFOSA,8/7/2019,,U,11.1
WWTP,City.of.Reidsville,N-EtFOSAA,8/7/2019,,U,11.1
WWTP,City.of.Reidsville,N-MeFOSAA,8/7/2019,,U,11.1
WWTP,City.of.Reidsville,PFPeS,8/7/2019,,U,11.1
WWTP,City.of.Reidsville,PFPeA,8/7/2019,58.7,,
WWTP,City.of.Reidsville,PFTeA,8/7/2019,,U,11.1
WWTP,City.of.Reidsville,PFTriA,8/7/2019,,U,11.1
WWTP,City.of.Reidsville,PFUnA,8/7/2019,,U,11.1
WWTP,City.of.Reidsville,PFOA,8/7/2019,16.4,,
WWTP,City.of.Reidsville,PFOS,8/7/2019,12.2,,
WWTP,City.of.Reidsville,Sum(PFOA+PFOS),8/7/2019,28.6,,
WWTP,City.of.Reidsville,Total.PFAS,8/7/2019,116.8,,
WWTP,City.of.Asheboro.WWTP,PFBA,8/8/2019,,U,10.1
WWTP,City.of.Asheboro.WWTP,PFBS,8/8/2019,,U,10.1
WWTP,City.of.Asheboro.WWTP,PFDS,8/8/2019,,U,10.1
WWTP,City.of.Asheboro.WWTP,PFDA,8/8/2019,,U,10.1
WWTP,City.of.Asheboro.WWTP,PFDoA,8/8/2019,,U,10.1
WWTP,City.of.Asheboro.WWTP,PFHpS,8/8/2019,,U,10.1
WWTP,City.of.Asheboro.WWTP,PFHpA,8/8/2019,,U,10.1
WWTP,City.of.Asheboro.WWTP,PFHxS,8/8/2019,,U,10.1
WWTP,City.of.Asheboro.WWTP,PFHxA,8/8/2019,13.5,,
WWTP,City.of.Asheboro.WWTP,PFNS,8/8/2019,,U,10.1
WWTP,City.of.Asheboro.WWTP,PFNA,8/8/2019,,U,10.1
WWTP,City.of.Asheboro.WWTP,PFOSA,8/8/2019,,U,10.1
WWTP,City.of.Asheboro.WWTP,N-EtFOSAA,8/8/2019,,U,10.1
WWTP,City.of.Asheboro.WWTP,N-MeFOSAA,8/8/2019,,U,10.1
WWTP,City.of.Asheboro.WWTP,PFPeS,8/8/2019,,U,10.1
WWTP,City.of.Asheboro.WWTP,PFPeA,8/8/2019,,U,10.1
WWTP,City.of.Asheboro.WWTP,PFTeA,8/8/2019,,U,10.1
WWTP,City.of.Asheboro.WWTP,PFTriA,8/8/2019,,U,10.1
WWTP,City.of.Asheboro.WWTP,PFUnA,8/8/2019,,U,10.1
WWTP,City.of.Asheboro.WWTP,HFPO-DA,8/8/2019,,U,354.62
WWTP,City.of.Asheboro.WWTP,PFOA,8/8/2019,10.6,,
WWTP,City.of.Asheboro.WWTP,PFOS,8/8/2019,18.8,,
WWTP,City.of.Asheboro.WWTP,Sum(PFOA+PFOS),8/8/2019,29.4,,
WWTP,City.of.Asheboro.WWTP,Total.PFAS,8/8/2019,42.9,,
WWTP,Northeast.Brunswick.Regional,PFBA,8/8/2019,,U,1.41
WWTP,Northeast.Brunswick.Regional,PFBS,8/8/2019,,U,1.41
WWTP,Northeast.Brunswick.Regional,PFDS,8/8/2019,,U,1.41
WWTP,Northeast.Brunswick.Regional,PFDA,8/8/2019,1.8,,
WWTP,Northeast.Brunswick.Regional,PFDoA,8/8/2019,0.196,J,
WWTP,Northeast.Brunswick.Regional,PFHpS,8/8/2019,,U,1.41
WWTP,Northeast.Brunswick.Regional,PFHpA,8/8/2019,8.15,,
WWTP,Northeast.Brunswick.Regional,PFHxS,8/8/2019,,U,1.41
WWTP,Northeast.Brunswick.Regional,PFHxA,8/8/2019,19.9,,
WWTP,Northeast.Brunswick.Regional,PFNS,8/8/2019,,U,1.41
WWTP,Northeast.Brunswick.Regional,PFNA,8/8/2019,0.871,J,
WWTP,Northeast.Brunswick.Regional,PFOSA,8/8/2019,,U,1.41
WWTP,Northeast.Brunswick.Regional,N-EtFOSAA,8/8/2019,,U,1.41
WWTP,Northeast.Brunswick.Regional,N-MeFOSAA,8/8/2019,,U,1.41
WWTP,Northeast.Brunswick.Regional,PFPeS,8/8/2019,,U,1.41
WWTP,Northeast.Brunswick.Regional,PFPeA,8/8/2019,,U,1.41
WWTP,Northeast.Brunswick.Regional,PFTeA,8/8/2019,,U,1.41
WWTP,Northeast.Brunswick.Regional,PFTriA,8/8/2019,,U,1.41
WWTP,Northeast.Brunswick.Regional,PFUnA,8/8/2019,,U,1.41
WWTP,Northeast.Brunswick.Regional,HFPO-DA,8/8/2019,,U,49.31
WWTP,Northeast.Brunswick.Regional,4:2 FTS,8/8/2019,,U,1.41
WWTP,Northeast.Brunswick.Regional,6:2 FTS,8/8/2019,0.738,J,
WWTP,Northeast.Brunswick.Regional,8:2 FTS,8/8/2019,0.513,J,
WWTP,Northeast.Brunswick.Regional,PFOA,8/8/2019,10,,
WWTP,Northeast.Brunswick.Regional,PFOS,8/8/2019,11.3,,
WWTP,Northeast.Brunswick.Regional,Sum(PFOA+PFOS),8/8/2019,21.3,,
WWTP,Northeast.Brunswick.Regional,Total.PFAS,8/8/2019,53.468,,
WWTP,Town.of.Burgaw.Collection.System,PFBA,8/8/2019,,U,8.96
WWTP,Town.of.Burgaw.Collection.System,PFBS,8/8/2019,1.86,,
WWTP,Town.of.Burgaw.Collection.System,PFDS,8/8/2019,,U,1.74
WWTP,Town.of.Burgaw.Collection.System,PFDA,8/8/2019,,U,1.79
WWTP,Town.of.Burgaw.Collection.System,PFDoA,8/8/2019,,U,1.79
WWTP,Town.of.Burgaw.Collection.System,PFHpS,8/8/2019,,U,1.7
WWTP,Town.of.Burgaw.Collection.System,PFHpA,8/8/2019,0.701,J,
WWTP,Town.of.Burgaw.Collection.System,PFHxS,8/8/2019,,U,1.63
WWTP,Town.of.Burgaw.Collection.System,PFHxA,8/8/2019,18.9,,
WWTP,Town.of.Burgaw.Collection.System,PFNS,8/8/2019,,U,1.72
WWTP,Town.of.Burgaw.Collection.System,PFNA,8/8/2019,,U,1.79
WWTP,Town.of.Burgaw.Collection.System,PFOSA,8/8/2019,,U,8.33
WWTP,Town.of.Burgaw.Collection.System,N-EtFOSAA,8/8/2019,,U,3.58
WWTP,Town.of.Burgaw.Collection.System,N-MeFOSAA,8/8/2019,,U,17.9
WWTP,Town.of.Burgaw.Collection.System,PFPeS,8/8/2019,,U,1.68
WWTP,Town.of.Burgaw.Collection.System,PFPeA,8/8/2019,,U,1.79
WWTP,Town.of.Burgaw.Collection.System,PFTeA,8/8/2019,,U,8.96
WWTP,Town.of.Burgaw.Collection.System,PFTriA,8/8/2019,,U,8.96
WWTP,Town.of.Burgaw.Collection.System,PFUnA,8/8/2019,,U,8.96
WWTP,Town.of.Burgaw.Collection.System,PFOA,8/8/2019,1.45,J,
WWTP,Town.of.Burgaw.Collection.System,PFOS,8/8/2019,4.08,,
WWTP,Town.of.Burgaw.Collection.System,Sum(PFOA+PFOS),8/8/2019,5.53,,
WWTP,Town.of.Burgaw.Collection.System,Total.PFAS,8/8/2019,26.99,,
WWTP,Wallace.Regional.WWTP,PFBA,8/12/2019,,U,2.53
WWTP,Wallace.Regional.WWTP,PFBS,8/12/2019,2.15,J,
WWTP,Wallace.Regional.WWTP,PFDS,8/12/2019,,U,2.45
WWTP,Wallace.Regional.WWTP,PFDA,8/12/2019,,U,2.53
WWTP,Wallace.Regional.WWTP,PFDoA,8/12/2019,,U,2.53
WWTP,Wallace.Regional.WWTP,PFHpS,8/12/2019,,U,2.4
WWTP,Wallace.Regional.WWTP,PFHpA,8/12/2019,0.883,J,
WWTP,Wallace.Regional.WWTP,PFHxS,8/12/2019,,U,2.3
WWTP,Wallace.Regional.WWTP,PFHxA,8/12/2019,20.7,,
WWTP,Wallace.Regional.WWTP,PFNS,8/12/2019,,U,2.42
WWTP,Wallace.Regional.WWTP,PFNA,8/12/2019,1.04,J,
WWTP,Wallace.Regional.WWTP,PFOSA,8/12/2019,,U,11.7
WWTP,Wallace.Regional.WWTP,N-EtFOSAA,8/12/2019,,U,25.3
WWTP,Wallace.Regional.WWTP,N-MeFOSAA,8/12/2019,,U,5.05
WWTP,Wallace.Regional.WWTP,PFPeS,8/12/2019,,U,2.37
WWTP,Wallace.Regional.WWTP,PFPeA,8/12/2019,,U,2.53
WWTP,Wallace.Regional.WWTP,PFTeA,8/12/2019,,U,12.6
WWTP,Wallace.Regional.WWTP,PFTriA,8/12/2019,,U,12.6
WWTP,Wallace.Regional.WWTP,PFUnA,8/12/2019,,U,2.53
WWTP,Wallace.Regional.WWTP,PFOA,8/12/2019,2.96,,
WWTP,Wallace.Regional.WWTP,PFOS,8/12/2019,9.61,,
WWTP,Wallace.Regional.WWTP,Sum(PFOA+PFOS),8/12/2019,12.57,,
WWTP,Wallace.Regional.WWTP,Total.PFAS,8/12/2019,37.34,,
WWTP,Cary.Western.Wake.Regional.Water.Reclamation.Facility,PFBA,8/13/2019,,U,380
WWTP,Cary.Western.Wake.Regional.Water.Reclamation.Facility,PFBS,8/13/2019,,U,95
WWTP,Cary.Western.Wake.Regional.Water.Reclamation.Facility,PFDS,8/13/2019,,U,95
WWTP,Cary.Western.Wake.Regional.Water.Reclamation.Facility,PFDA,8/13/2019,,U,95
WWTP,Cary.Western.Wake.Regional.Water.Reclamation.Facility,PFDoA,8/13/2019,,U,95
WWTP,Cary.Western.Wake.Regional.Water.Reclamation.Facility,PFHpS,8/13/2019,,U,95
WWTP,Cary.Western.Wake.Regional.Water.Reclamation.Facility,PFHpA,8/13/2019,,U,95
WWTP,Cary.Western.Wake.Regional.Water.Reclamation.Facility,PFHxS,8/13/2019,,U,95
WWTP,Cary.Western.Wake.Regional.Water.Reclamation.Facility,PFHxA,8/13/2019,,U,95
WWTP,Cary.Western.Wake.Regional.Water.Reclamation.Facility,PFNS,8/13/2019,,U,95
WWTP,Cary.Western.Wake.Regional.Water.Reclamation.Facility,PFNA,8/13/2019,,U,95
WWTP,Cary.Western.Wake.Regional.Water.Reclamation.Facility,PFOSA,8/13/2019,,U,95
WWTP,Cary.Western.Wake.Regional.Water.Reclamation.Facility,N-EtFOSAA,8/13/2019,,U,95
WWTP,Cary.Western.Wake.Regional.Water.Reclamation.Facility,N-MeFOSAA,8/13/2019,,U,110
WWTP,Cary.Western.Wake.Regional.Water.Reclamation.Facility,PFPeS,8/13/2019,,U,95
WWTP,Cary.Western.Wake.Regional.Water.Reclamation.Facility,PFPeA,8/13/2019,,U,95
WWTP,Cary.Western.Wake.Regional.Water.Reclamation.Facility,PFTeA,8/13/2019,,U,95
WWTP,Cary.Western.Wake.Regional.Water.Reclamation.Facility,PFTriA,8/13/2019,,U,95
WWTP,Cary.Western.Wake.Regional.Water.Reclamation.Facility,PFUnA,8/13/2019,,U,95
WWTP,Cary.Western.Wake.Regional.Water.Reclamation.Facility,PFOA,8/13/2019,,U,95
WWTP,Cary.Western.Wake.Regional.Water.Reclamation.Facility,PFOS,8/13/2019,,U,95
WWTP,Cary.Western.Wake.Regional.Water.Reclamation.Facility,Sum(PFOA+PFOS),8/13/2019,0,,
WWTP,Cary.Western.Wake.Regional.Water.Reclamation.Facility,Total.PFAS,8/13/2019,0,,
WWTP,City.of.High.Point.Eastside.WWTP,PFBA,8/13/2019,,U,10.8
WWTP,City.of.High.Point.Eastside.WWTP,PFBS,8/13/2019,,U,10.8
WWTP,City.of.High.Point.Eastside.WWTP,PFDS,8/13/2019,,U,10.8
WWTP,City.of.High.Point.Eastside.WWTP,PFDA,8/13/2019,,U,10.8
WWTP,City.of.High.Point.Eastside.WWTP,PFHpS,8/13/2019,,U,10.8
WWTP,City.of.High.Point.Eastside.WWTP,PFHpA,8/13/2019,,,
WWTP,City.of.High.Point.Eastside.WWTP,PFHxS,8/13/2019,,U,10.8
WWTP,City.of.High.Point.Eastside.WWTP,PFHxA,8/13/2019,13.4,,
WWTP,City.of.High.Point.Eastside.WWTP,PFNS,8/13/2019,,U,10.8
WWTP,City.of.High.Point.Eastside.WWTP,PFNA,8/13/2019,,U,10.8
WWTP,City.of.High.Point.Eastside.WWTP,PFOSA,8/13/2019,,U,10.8
WWTP,City.of.High.Point.Eastside.WWTP,N-EtFOSAA,8/13/2019,,U,10.8
WWTP,City.of.High.Point.Eastside.WWTP,N-MeFOSAA,8/13/2019,,U,10.8
WWTP,City.of.High.Point.Eastside.WWTP,PFPeS,8/13/2019,,U,10.8
WWTP,City.of.High.Point.Eastside.WWTP,PFPeA,8/13/2019,60.8,,
WWTP,City.of.High.Point.Eastside.WWTP,PFTeA,8/13/2019,,U,10.8
WWTP,City.of.High.Point.Eastside.WWTP,PFTriA,8/13/2019,,U,10.8
WWTP,City.of.High.Point.Eastside.WWTP,PFUnA,8/13/2019,,U,10.8
WWTP,City.of.High.Point.Eastside.WWTP,PFOA,8/13/2019,,U,10.8
WWTP,City.of.High.Point.Eastside.WWTP,PFOS,8/13/2019,15.4,,
WWTP,City.of.High.Point.Eastside.WWTP,Sum(PFOA+PFOS),8/13/2019,15.4,,
WWTP,City.of.High.Point.Eastside.WWTP,Total.PFAS,8/13/2019,89.6,,
WWTP,Town.of.Holly.Springs,PFBA,8/13/2019,,U,8.2
WWTP,Town.of.Holly.Springs,PFBS,8/13/2019,,U,7.2
WWTP,Town.of.Holly.Springs,PFDS,8/13/2019,,U,7.9
WWTP,Town.of.Holly.Springs,PFDA,8/13/2019,,U,8.2
WWTP,Town.of.Holly.Springs,PFDoA,8/13/2019,,U,8.2
WWTP,Town.of.Holly.Springs,PFHpA,8/13/2019,21,,
WWTP,Town.of.Holly.Springs,PFHxS,8/13/2019,,U,7.7
WWTP,Town.of.Holly.Springs,PFHxA,8/13/2019,27,,
WWTP,Town.of.Holly.Springs,PFNA,8/13/2019,,U,8.2
WWTP,Town.of.Holly.Springs,N-EtFOSAA,8/13/2019,,U,16
WWTP,Town.of.Holly.Springs,N-MeFOSAA,8/13/2019,,U,16
WWTP,Town.of.Holly.Springs,PFPeA,8/13/2019,21,,
WWTP,Town.of.Holly.Springs,PFTeA/PFTeDA,8/13/2019,,U,8.2
WWTP,Town.of.Holly.Springs,PFTriA/PFTrDA,8/13/2019,,U,8.2
WWTP,Town.of.Holly.Springs,PFUnA/PFUdA,8/13/2019,,U,8.2
WWTP,Town.of.Holly.Springs,PFPrOPrA/HFPO-AA,8/13/2019,,U,16
WWTP,Town.of.Holly.Springs,NaDONA/GENx,8/13/2019,,U,16
WWTP,Town.of.Holly.Springs,PFHxDA,8/13/2019,,U,8.2
WWTP,Town.of.Holly.Springs,PFODA,8/13/2019,,U,8.2
WWTP,Town.of.Holly.Springs,PFOA,8/13/2019,10,,
WWTP,Town.of.Holly.Springs,PFOS,8/13/2019,12,,
WWTP,Town.of.Holly.Springs,Sum(PFOA+PFOS),8/13/2019,22,,
WWTP,Town.of.Holly.Springs,Total.PFAS,8/13/2019,69,,
WWTP,City.of.Mebane.WWTP,PFBA,8/13/2019,,U,5.38
WWTP,City.of.Mebane.WWTP,PFBS,8/13/2019,,U,5.38
WWTP,City.of.Mebane.WWTP,PFDS,8/13/2019,,U,5.38
WWTP,City.of.Mebane.WWTP,PFDA,8/13/2019,7.64,,
WWTP,City.of.Mebane.WWTP,PFDoA,8/13/2019,,U,5.38
WWTP,City.of.Mebane.WWTP,PFHpS,8/13/2019,,U,5.38
WWTP,City.of.Mebane.WWTP,PFHpA,8/13/2019,7.73,,
WWTP,City.of.Mebane.WWTP,PFHxS,8/13/2019,,U,5.38
WWTP,City.of.Mebane.WWTP,PFHxA,8/13/2019,29.4,,
WWTP,City.of.Mebane.WWTP,PFNS,8/13/2019,,U,5.38
WWTP,City.of.Mebane.WWTP,PFNA,8/13/2019,,U,5.38
WWTP,City.of.Mebane.WWTP,PFOSA,8/13/2019,,U,5.38
WWTP,City.of.Mebane.WWTP,N-EtFOSAA,8/13/2019,,U,5.38
WWTP,City.of.Mebane.WWTP,N-MeFOSAA,8/13/2019,,U,5.38
WWTP,City.of.Mebane.WWTP,PFPeS,8/13/2019,,U,5.38
WWTP,City.of.Mebane.WWTP,PFPeA,8/13/2019,,U,5.38
WWTP,City.of.Mebane.WWTP,PFTeA,8/13/2019,,U,5.38
WWTP,City.of.Mebane.WWTP,PFTriA,8/13/2019,,U,5.38
WWTP,City.of.Mebane.WWTP,PFUnA,8/13/2019,,U,5.38
WWTP,City.of.Mebane.WWTP,PFOA,8/13/2019,24.3,,
WWTP,City.of.Mebane.WWTP,PFOS,8/13/2019,6.97,,
WWTP,City.of.Mebane.WWTP,Sum(PFOA+PFOS),8/13/2019,31.27,,
WWTP,City.of.Mebane.WWTP,Total.PFAS,8/13/2019,76.04,,
WWTP,City.of.Randleman,PFBA,8/14/2019,,U,1.38
WWTP,City.of.Randleman,PFBS,8/14/2019,,U,1.38
WWTP,City.of.Randleman,PFDS,8/14/2019,,U,1.38
WWTP,City.of.Randleman,PFDA,8/14/2019,,U,1.38
WWTP,City.of.Randleman,PFDoA,8/14/2019,,U,1.38
WWTP,City.of.Randleman,PFHpS,8/14/2019,,U,1.38
WWTP,City.of.Randleman,PFHpA,8/14/2019,2.94,,
WWTP,City.of.Randleman,PFHxS,8/14/2019,,U,1.38
WWTP,City.of.Randleman,PFHxA,8/14/2019,8.56,,
WWTP,City.of.Randleman,PFNS,8/14/2019,,U,1.38
WWTP,City.of.Randleman,PFNA,8/14/2019,0.846,J,
WWTP,City.of.Randleman,PFOSA,8/14/2019,,U,1.38
WWTP,City.of.Randleman,N-EtFOSAA,8/14/2019,,U,1.38
WWTP,City.of.Randleman,N-MeFOSAA,8/14/2019,,U,1.38
WWTP,City.of.Randleman,PFPeS,8/14/2019,,U,1.38
WWTP,City.of.Randleman,PFPeA,8/14/2019,,U,1.38
WWTP,City.of.Randleman,PFTeA,8/14/2019,0.255,J,
WWTP,City.of.Randleman,PFTriA,8/14/2019,,U,1.38
WWTP,City.of.Randleman,PFUnA,8/14/2019,,U,1.38
WWTP,City.of.Randleman,HFPO-DA,8/14/2019,,U,48.22
WWTP,City.of.Randleman,4:2 FTS,8/14/2019,,U,1.38
WWTP,City.of.Randleman,6:2 FTS,8/14/2019,,U,1.38
WWTP,City.of.Randleman,8:2 FTS,8/14/2019,,U,1.38
WWTP,City.of.Randleman,PFOA,8/14/2019,5.52,,
WWTP,City.of.Randleman,PFOS,8/14/2019,,U,1.38
WWTP,City.of.Randleman,Sum(PFOA+PFOS),8/14/2019,5.52,,
WWTP,City.of.Randleman,Total.PFAS,8/14/2019,18.121,,
WWTP,Town.of.Rose.Hill.WWTP,PFBA,8/14/2019,8.37,,
WWTP,Town.of.Rose.Hill.WWTP,PFBS,8/14/2019,2.6,,
WWTP,Town.of.Rose.Hill.WWTP,PFDS,8/14/2019,,U,2.58
WWTP,Town.of.Rose.Hill.WWTP,PFDA,8/14/2019,,U,2.66
WWTP,Town.of.Rose.Hill.WWTP,PFDoA,8/14/2019,,U,2.66
WWTP,Town.of.Rose.Hill.WWTP,PFHpS,8/14/2019,,U,2.53
WWTP,Town.of.Rose.Hill.WWTP,PFHpA,8/14/2019,40.7,,
WWTP,Town.of.Rose.Hill.WWTP,PFHxS,8/14/2019,2,J,
WWTP,Town.of.Rose.Hill.WWTP,PFHxA,8/14/2019,10.4,,
WWTP,Town.of.Rose.Hill.WWTP,PFNS,8/14/2019,,U,2.55
WWTP,Town.of.Rose.Hill.WWTP,PFNA,8/14/2019,2.08,,
WWTP,Town.of.Rose.Hill.WWTP,PFOSA,8/14/2019,,U,2.47
WWTP,Town.of.Rose.Hill.WWTP,N-EtFOSAA,8/14/2019,,U,5.32
WWTP,Town.of.Rose.Hill.WWTP,N-MeFOSAA,8/14/2019,,U,5.32
WWTP,Town.of.Rose.Hill.WWTP,PFPeS,8/14/2019,,U,2.5
WWTP,Town.of.Rose.Hill.WWTP,PFPeA,8/14/2019,6.1,,
WWTP,Town.of.Rose.Hill.WWTP,PFTeA,8/14/2019,,U,13.3
WWTP,Town.of.Rose.Hill.WWTP,PFTriA,8/14/2019,,U,13.3
WWTP,Town.of.Rose.Hill.WWTP,PFUnA,8/14/2019,,U,2.66
WWTP,Town.of.Rose.Hill.WWTP,PFPrOPrA,8/14/2019,,,
WWTP,Town.of.Rose.Hill.WWTP,Nafion.Byproduct.2,8/14/2019,,,
WWTP,Town.of.Rose.Hill.WWTP,PFO4DA,8/14/2019,,,
WWTP,Town.of.Rose.Hill.WWTP,PFO3OA,8/14/2019,,,
WWTP,Town.of.Rose.Hill.WWTP,PFO2HxA,8/14/2019,,,
WWTP,Town.of.Rose.Hill.WWTP,PFMOAA,8/14/2019,,,
WWTP,Town.of.Rose.Hill.WWTP,PFMOPrA,8/14/2019,,,
WWTP,Town.of.Rose.Hill.WWTP,PFMOBA,8/14/2019,,,
WWTP,Town.of.Rose.Hill.WWTP,PFOA,8/14/2019,6,,
WWTP,Town.of.Rose.Hill.WWTP,PFOS,8/14/2019,11,,
WWTP,Town.of.Rose.Hill.WWTP,Sum(PFOA+PFOS),8/14/2019,17,,
WWTP,Town.of.Rose.Hill.WWTP,Total.PFAS,8/14/2019,72.25,,
WWTP,City.of.Graham,PFBA,8/22/2019,,U,1.25
WWTP,City.of.Graham,PFBS,8/22/2019,,U,1.25
WWTP,City.of.Graham,PFDS,8/22/2019,,U,1.25
WWTP,City.of.Graham,PFDA,8/22/2019,1.44,,
WWTP,City.of.Graham,PFDoA,8/22/2019,0.726,JB,
WWTP,City.of.Graham,PFHpS,8/22/2019,,U,1.25
WWTP,City.of.Graham,PFHpA,8/22/2019,4.28,,
WWTP,City.of.Graham,PFHxS,8/22/2019,0.144,JB,
WWTP,City.of.Graham,PFHxA,8/22/2019,11.8,,
WWTP,City.of.Graham,PFNS,8/22/2019,,U,1.25
WWTP,City.of.Graham,PFNA,8/22/2019,1.62,,
WWTP,City.of.Graham,PFOSA,8/22/2019,,U,1.25
WWTP,City.of.Graham,N-EtFOSAA,8/22/2019,,U,1.25
WWTP,City.of.Graham,N-MeFOSAA,8/22/2019,,U,1.25
WWTP,City.of.Graham,PFPeS,8/22/2019,,U,1.25
WWTP,City.of.Graham,PFPeA,8/22/2019,,U,1.25
WWTP,City.of.Graham,PFTeA,8/22/2019,2.82,B,
WWTP,City.of.Graham,PFTriA,8/22/2019,2.02,B,
WWTP,City.of.Graham,PFUnA,8/22/2019,,U,1.25
WWTP,City.of.Graham,HFPO-DA,8/22/2019,,U,43.8
WWTP,City.of.Graham,4:2 FTS,8/22/2019,,U,1.25
WWTP,City.of.Graham,6:2 FTS,8/22/2019,1.33,B,
WWTP,City.of.Graham,8:2 FTS,8/22/2019,0.354,JB,
WWTP,City.of.Graham,PFOA,8/22/2019,8.97,,
WWTP,City.of.Graham,PFOS,8/22/2019,12.8,,
WWTP,City.of.Graham,Sum(PFOA+PFOS),8/22/2019,21.77,,
WWTP,City.of.Graham,Total.PFAS,8/22/2019,48.3,,
WWTP,Fayetteville-Cross.Creek.WWTP,PFBA,8/27/2019,1.58,,
WWTP,Fayetteville-Cross.Creek.WWTP,PFBS,8/27/2019,4.32,,
WWTP,Fayetteville-Cross.Creek.WWTP,PFDS,8/27/2019,,U,11.3
WWTP,Fayetteville-Cross.Creek.WWTP,PFDA,8/27/2019,0.51,,
WWTP,Fayetteville-Cross.Creek.WWTP,PFDoA,8/27/2019,,U,11.3
WWTP,Fayetteville-Cross.Creek.WWTP,PFHpS,8/27/2019,0.36,J,
WWTP,Fayetteville-Cross.Creek.WWTP,PFHpA,8/27/2019,8.13,J,
WWTP,Fayetteville-Cross.Creek.WWTP,PFHxS,8/27/2019,12.85,,
WWTP,Fayetteville-Cross.Creek.WWTP,PFHxA,8/27/2019,15.6,,
WWTP,Fayetteville-Cross.Creek.WWTP,PFNS,8/27/2019,,U,11.3
WWTP,Fayetteville-Cross.Creek.WWTP,PFNA,8/27/2019,0.65,,
WWTP,Fayetteville-Cross.Creek.WWTP,PFOSA,8/27/2019,,U,11.3
WWTP,Fayetteville-Cross.Creek.WWTP,N-EtFOSAA,8/27/2019,,U,11.3
WWTP,Fayetteville-Cross.Creek.WWTP,N-MeFOSAA,8/27/2019,,U,11.3
WWTP,Fayetteville-Cross.Creek.WWTP,PFPeS,8/27/2019,0.95,,
WWTP,Fayetteville-Cross.Creek.WWTP,PFPeA,8/27/2019,20.65,,
WWTP,Fayetteville-Cross.Creek.WWTP,PFTeA,8/27/2019,,U,11.3
WWTP,Fayetteville-Cross.Creek.WWTP,PFTriA,8/27/2019,,U,11.3
WWTP,Fayetteville-Cross.Creek.WWTP,PFUnA,8/27/2019,,U,11.3
WWTP,Fayetteville-Cross.Creek.WWTP,PFOA,8/27/2019,9.21,J,
WWTP,Fayetteville-Cross.Creek.WWTP,PFOS,8/27/2019,22.3,,
